state_edition_ordinal	event_id	statement_id	physical_page	register	owner_id	cohort	surface	final_context_recipe	state_marker_sequence	effective_action_roots	effective_argument_roots	context_mode_card_id	context_mode	action_carry	action_source_type	action_source_event_id	action_source_card_distance	action_scope_frame_id	action_scope_kind	action_scope_phrase_de	argument_carry	argument_source_type	inherited_argument_root	explicit_argument_phrase_de	carried_argument_phrase_de	carried_argument_realization_count	control_prior_marker_count	control_action_context_witness	gdt568_action_voice_clause_de	context_voice_working_clause_de	owner_bound_control_clause_de	gdt568_owner_action_chain_de	context_voice_action_chain_de	context_voice_changed	state_atom_alignment	guard
1030	G407-E3127	G407-S484	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	OLD26_GDT407	lchedy	L+CHD+DY	DY	CHD	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E3127	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	1	1	NOT_APPLICABLE	Bearbeite den Stationsposten; über die sichtbare Verbindung; schließe den Schritt.	Bearbeite denselben Stationsposten; über die sichtbare Verbindung; schließe den Schritt.	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung; schließe den Schritt.	bearbeite den Stationsposten	bearbeite denselben Stationsposten	YES	1:L=über die Verbindung | 2:CHD=bearbeiten | 3:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1031	G407-E3130	G407-S485	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	OLD26_GDT407	shol	SH+OL	OL	SH	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E3130	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	1	1	NOT_APPLICABLE	Weiter: halte den Stationsposten.	Weiter: halte denselben Stationsposten.	Weiter halte den Stationsposten [wie zuvor].	halte den Stationsposten	halte denselben Stationsposten	YES	1:SH=halten | 2:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1032	G407-E3133	G407-S485	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	OLD26_GDT407	olkain	OL+K+AIN	OL	K	AIN	GDT569-C01	LOCAL_EXPLICIT	NO	VISIBLE_ACTION_IN_CARD	G407-E3133	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO	VISIBLE_ARGUMENT_IN_CARD	NONE	den Stationsanteil	NOT_APPLICABLE	0	0	NOT_APPLICABLE	Weiter: führe den Stationsanteil zu.	Weiter: führe den Stationsanteil zu.	Weiter führe den Stationsanteil zu.	führe den Stationsanteil zu	führe den Stationsanteil zu	NO	1:OL=weiter | 2:K=geben | 3:AIN=den Anteil	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1033	G407-E3134	G407-S485	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	OLD26_GDT407	shedy	SH+E+DY	DY	SH	AIN	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E3134	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	AIN	den Stationsanteil	denselben Stationsanteil	1	1	NOT_APPLICABLE	Halte den Stationsanteil; auf Grad I; schließe den Schritt.	Halte denselben Stationsanteil; auf Grad I; schließe den Schritt.	Halte den Stationsanteil [wie zuvor]; auf Grad I; schließe den Schritt.	halte den Stationsanteil	halte denselben Stationsanteil	YES	1:SH=halten | 2:E=auf Grad I | 3:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1034	G407-E3137	G407-S486	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	OLD26_GDT407	rol	R+OL	OL	R	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E3137	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	1	1	NOT_APPLICABLE	Weiter: markiere den Stationsposten.	Weiter: markiere denselben Stationsposten.	Weiter markiere den Stationsposten [wie zuvor].	markiere den Stationsposten	markiere denselben Stationsposten	YES	1:R=markieren | 2:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1035	G407-E3138	G407-S486	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	OLD26_GDT407	olcthdy	OL+CH+T+D_ADDR+Y	OL	CH|T	Y	GDT569-C01	LOCAL_EXPLICIT	NO	VISIBLE_ACTION_IN_CARD	G407-E3138	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO	VISIBLE_ARGUMENT_IN_CARD	NONE	den Stationsposten	NOT_APPLICABLE	0	0	NOT_APPLICABLE	Weiter: entnimm den Stationsposten und stelle den Stationsposten ein; an der bezeichneten Stelle.	Weiter: entnimm den Stationsposten und stelle den Stationsposten ein; an der bezeichneten Stelle.	Weiter entnimm den Stationsposten und stelle den Stationsposten ein; an der bezeichneten Stelle.	entnimm den Stationsposten und stelle den Stationsposten ein	entnimm den Stationsposten und stelle den Stationsposten ein	NO	1:OL=weiter | 2:CH=nehmen | 3:T=einstellen | 4:D_ADDR=hier | 5:Y=den Posten	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1036	G407-E3140	G407-S486	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	OLD26_GDT407	okchedy	OK+CHD+DY	DY	OK|CHD	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E3140	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	2	2	NOT_APPLICABLE	Setze den Stationsposten im Stationsgang an und bearbeite den Stationsposten; schließe den Schritt.	Setze denselben Stationsposten im Stationsgang an und bearbeite denselben Stationsposten; schließe den Schritt.	Setze den Stationsposten [wie zuvor] im Stationsgang an und bearbeite den Stationsposten [wie zuvor]; schließe den Schritt.	setze den Stationsposten im Stationsgang an und bearbeite den Stationsposten	setze denselben Stationsposten im Stationsgang an und bearbeite denselben Stationsposten	YES	1:OK=setzen | 2:CHD=bearbeiten | 3:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1037	G407-E3143	G407-S487	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	OLD26_GDT407	qol	OL	OL	OK	Y	GDT569-C04	ACTION_AND_ARGUMENT_CARRY	YES	SAME_STATEMENT_VISIBLE_ACTION	G407-E3142	1	GDT569-S01	WEITER	Weiter im laufenden Gang: {clause}	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	1	1	YES	Weiter: setze den Stationsposten im Stationsgang an.	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an.	Weiter im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an.	setze den Stationsposten im Stationsgang an	setze denselben Stationsposten im Stationsgang an	YES	1:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1038	G407-E3146	G407-S487	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	OLD26_GDT407	teol	E+OL	OL	S	Y	GDT569-C04	ACTION_AND_ARGUMENT_CARRY	YES	SAME_STATEMENT_VISIBLE_ACTION	G407-E3145	1	GDT569-S01	WEITER	Weiter im laufenden Gang: {clause}	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	1	1	YES	Weiter: wähle den Stationsposten; auf Grad I.	Weiter im laufenden Gang: wähle denselben Stationsposten; auf Grad I.	Weiter im laufenden Gang wähle den Stationsposten [wie zuvor]; auf Grad I.	wähle den Stationsposten	wähle denselben Stationsposten	YES	1:E=auf Grad I | 2:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1039	G407-E3147	G407-S487	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	OLD26_GDT407	dchdy	CHD+DY	DY	CHD	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E3147	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	1	1	NOT_APPLICABLE	Bearbeite den Stationsposten; schließe den Schritt.	Bearbeite denselben Stationsposten; schließe den Schritt.	Bearbeite den Stationsposten [wie zuvor]; schließe den Schritt.	bearbeite den Stationsposten	bearbeite denselben Stationsposten	YES	1:CHD=bearbeiten | 2:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1040	G407-E3150	G407-S488	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	OLD26_GDT407	qotedy	OT+E+DY	OT+DY	SH	Y	GDT569-C04	ACTION_AND_ARGUMENT_CARRY	YES	SAME_STATEMENT_VISIBLE_ACTION	G407-E3149	1	GDT569-S02	DANACH	Danach im laufenden Gang: {clause}	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	1	1	YES	Danach: halte den Stationsposten; auf Grad I; schließe den Schritt.	Danach im laufenden Gang: halte denselben Stationsposten; auf Grad I; schließe den Schritt.	Danach im laufenden Gang halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	halte den Stationsposten	halte denselben Stationsposten	YES	1:OT=danach | 2:E=auf Grad I | 3:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1041	G407-E3151	G407-S489	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	OLD26_GDT407	shol	SH+OL	OL	SH	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E3151	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	1	1	NOT_APPLICABLE	Weiter: halte den Stationsposten.	Weiter: halte denselben Stationsposten.	Weiter halte den Stationsposten [wie zuvor].	halte den Stationsposten	halte denselben Stationsposten	YES	1:SH=halten | 2:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1042	G407-E3155	G407-S489	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	OLD26_GDT407	ol	OL	OL	SH	Y	GDT569-C04	ACTION_AND_ARGUMENT_CARRY	YES	SAME_STATEMENT_VISIBLE_ACTION	G407-E3154	1	GDT569-S01	WEITER	Weiter im laufenden Gang: {clause}	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	1	1	YES	Weiter: halte den Stationsposten.	Weiter im laufenden Gang: halte denselben Stationsposten.	Weiter im laufenden Gang halte den Stationsposten [wie zuvor].	halte den Stationsposten	halte denselben Stationsposten	YES	1:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1043	G407-E3157	G407-S489	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	OLD26_GDT407	qol	OL	OL	SH	Y	GDT569-C04	ACTION_AND_ARGUMENT_CARRY	YES	SAME_STATEMENT_VISIBLE_ACTION	G407-E3154	3	GDT569-S01	WEITER	Weiter im laufenden Gang: {clause}	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	1	1	YES	Weiter: halte den Stationsposten.	Weiter im laufenden Gang: halte denselben Stationsposten.	Weiter im laufenden Gang halte den Stationsposten [wie zuvor].	halte den Stationsposten	halte denselben Stationsposten	YES	1:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1044	G407-E3161	G407-S489	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	OLD26_GDT407	ol	OL	OL	OK	Y	GDT569-C04	ACTION_AND_ARGUMENT_CARRY	YES	SAME_STATEMENT_VISIBLE_ACTION	G407-E3160	1	GDT569-S01	WEITER	Weiter im laufenden Gang: {clause}	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	1	1	YES	Weiter: setze den Stationsposten im Stationsgang an.	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an.	Weiter im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an.	setze den Stationsposten im Stationsgang an	setze denselben Stationsposten im Stationsgang an	YES	1:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1045	G407-E3162	G407-S489	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	OLD26_GDT407	checholtar	CH+E+OL+T+AR	OL	CH|T	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E3162	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	2	2	NOT_APPLICABLE	Weiter: entnimm den Stationsposten und stelle den Stationsposten ein; auf Grad I; von der Ausgangsstation.	Weiter: entnimm denselben Stationsposten und stelle denselben Stationsposten ein; auf Grad I; von der Ausgangsstation.	Weiter entnimm den Stationsposten [wie zuvor] und stelle den Stationsposten [wie zuvor] ein; von der Ausgangsstation; auf Grad I.	entnimm den Stationsposten und stelle den Stationsposten ein	entnimm denselben Stationsposten und stelle denselben Stationsposten ein	YES	1:CH=nehmen | 2:E=auf Grad I | 3:OL=weiter | 4:T=einstellen | 5:AR=vom Ausgang	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1046	G407-E3164	G407-S489	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	OLD26_GDT407	okedy	OK+E+DY	DY	OK	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E3164	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	1	1	NOT_APPLICABLE	Setze den Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	Setze denselben Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	setze den Stationsposten im Stationsgang an	setze denselben Stationsposten im Stationsgang an	YES	1:OK=setzen | 2:E=auf Grad I | 3:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1047	G407-E3167	G407-S490	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	OLD26_GDT407	olkeol	OL+K+E+OL	OL+OL	K	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E3167	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	1	1	NOT_APPLICABLE	Weiter: führe den Stationsposten zu; auf Grad I; nochmals weiterführen.	Weiter: führe denselben Stationsposten zu; auf Grad I; nochmals weiterführen.	Weiter und weiter führe den Stationsposten [wie zuvor] zu; auf Grad I.	führe den Stationsposten zu	führe denselben Stationsposten zu	YES	1:OL=weiter | 2:K=geben | 3:E=auf Grad I | 4:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1048	G407-E3168	G407-S490	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	OLD26_GDT407	olkeedy	OL+K+EE+DY	OL+DY	K	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E3168	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	1	1	NOT_APPLICABLE	Weiter: führe den Stationsposten zu; auf Grad II; schließe den Schritt.	Weiter: führe denselben Stationsposten zu; auf Grad II; schließe den Schritt.	Weiter führe den Stationsposten [wie zuvor] zu; auf Grad II; schließe den Schritt.	führe den Stationsposten zu	führe denselben Stationsposten zu	YES	1:OL=weiter | 2:K=geben | 3:EE=auf Grad II | 4:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1049	G407-E3169	G407-S491	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	OLD26_GDT407	okeol	OK+E+OL	OL	OK	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E3169	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	1	1	NOT_APPLICABLE	Weiter: setze den Stationsposten im Stationsgang an; auf Grad I.	Weiter: setze denselben Stationsposten im Stationsgang an; auf Grad I.	Weiter setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I.	setze den Stationsposten im Stationsgang an	setze denselben Stationsposten im Stationsgang an	YES	1:OK=setzen | 2:E=auf Grad I | 3:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1050	G407-E3170	G407-S491	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	OLD26_GDT407	dsheol	SH+E+OL	OL	SH	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E3170	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	1	1	NOT_APPLICABLE	Weiter: halte den Stationsposten; auf Grad I.	Weiter: halte denselben Stationsposten; auf Grad I.	Weiter halte den Stationsposten [wie zuvor]; auf Grad I.	halte den Stationsposten	halte denselben Stationsposten	YES	1:SH=halten | 2:E=auf Grad I | 3:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1051	G407-E3172	G407-S491	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	OLD26_GDT407	olkeedy	OL+K+EE+DY	OL+DY	K	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E3172	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	1	1	NOT_APPLICABLE	Weiter: führe den Stationsposten zu; auf Grad II; schließe den Schritt.	Weiter: führe denselben Stationsposten zu; auf Grad II; schließe den Schritt.	Weiter führe den Stationsposten [wie zuvor] zu; auf Grad II; schließe den Schritt.	führe den Stationsposten zu	führe denselben Stationsposten zu	YES	1:OL=weiter | 2:K=geben | 3:EE=auf Grad II | 4:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1052	G407-E3173	G407-S492	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	OLD26_GDT407	tedy	T+E+DY	DY	T	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E3173	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	1	1	NOT_APPLICABLE	Stelle den Stationsposten ein; auf Grad I; schließe den Schritt.	Stelle denselben Stationsposten ein; auf Grad I; schließe den Schritt.	Stelle den Stationsposten [wie zuvor] ein; auf Grad I; schließe den Schritt.	stelle den Stationsposten ein	stelle denselben Stationsposten ein	YES	1:T=einstellen | 2:E=auf Grad I | 3:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1053	G407-E3175	G407-S493	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	OLD26_GDT407	shckhedy	SH+CH+K+E+DY	DY	SH|CH|K	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E3175	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	3	3	NOT_APPLICABLE	Halte den Stationsposten und entnimm den Stationsposten und führe den Stationsposten zu; auf Grad I; schließe den Schritt.	Halte denselben Stationsposten und entnimm denselben Stationsposten und führe denselben Stationsposten zu; auf Grad I; schließe den Schritt.	Halte den Stationsposten [wie zuvor], entnimm den Stationsposten [wie zuvor] und führe den Stationsposten [wie zuvor] zu; auf Grad I; schließe den Schritt.	halte den Stationsposten und entnimm den Stationsposten und führe den Stationsposten zu	halte denselben Stationsposten und entnimm denselben Stationsposten und führe denselben Stationsposten zu	YES	1:SH=halten | 2:CH=nehmen | 3:K=geben | 4:E=auf Grad I | 5:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1054	G407-E3178	G407-S495	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	OLD26_GDT407	qokeol	OK+E+OL	OL	OK	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E3178	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	1	1	NOT_APPLICABLE	Weiter: setze den Stationsposten im Stationsgang an; auf Grad I.	Weiter: setze denselben Stationsposten im Stationsgang an; auf Grad I.	Weiter setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I.	setze den Stationsposten im Stationsgang an	setze denselben Stationsposten im Stationsgang an	YES	1:OK=setzen | 2:E=auf Grad I | 3:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1055	G407-E3186	G407-S495	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	OLD26_GDT407	qolchedy	OL+CHD+DY	OL+DY	CHD	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E3186	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	1	1	NOT_APPLICABLE	Weiter: bearbeite den Stationsposten; schließe den Schritt.	Weiter: bearbeite denselben Stationsposten; schließe den Schritt.	Weiter bearbeite den Stationsposten [wie zuvor]; schließe den Schritt.	bearbeite den Stationsposten	bearbeite denselben Stationsposten	YES	1:OL=weiter | 2:CHD=bearbeiten | 3:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1056	G407-E3189	G407-S496	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	OLD26_GDT407	qokeedy	OK+EE+DY	DY	OK	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E3189	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	1	1	NOT_APPLICABLE	Setze den Stationsposten im Stationsgang an; auf Grad II; schließe den Schritt.	Setze denselben Stationsposten im Stationsgang an; auf Grad II; schließe den Schritt.	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad II; schließe den Schritt.	setze den Stationsposten im Stationsgang an	setze denselben Stationsposten im Stationsgang an	YES	1:OK=setzen | 2:EE=auf Grad II | 3:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1057	G407-E3194	G407-S497	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	OLD26_GDT407	lcheckhedy	L+CH+K+E+DY	DY	CH|K	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E3194	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	2	2	NOT_APPLICABLE	Entnimm den Stationsposten und führe den Stationsposten zu; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	Entnimm denselben Stationsposten und führe denselben Stationsposten zu; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	Entnimm den Stationsposten [wie zuvor] und führe den Stationsposten [wie zuvor] zu; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	entnimm den Stationsposten und führe den Stationsposten zu	entnimm denselben Stationsposten und führe denselben Stationsposten zu	YES	1:L=über die Verbindung | 2:CH=nehmen | 3:K=geben | 4:E=auf Grad I | 5:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1058	G407-E3196	G407-S498	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	OLD26_GDT407	solkaiin	OL+K+AIIN	OL	K	AIIN	GDT569-C01	LOCAL_EXPLICIT	NO	VISIBLE_ACTION_IN_CARD	G407-E3196	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO	VISIBLE_ARGUMENT_IN_CARD	NONE	den Stationswert	NOT_APPLICABLE	0	0	NOT_APPLICABLE	Weiter: führe den Stationswert zu.	Weiter: führe den Stationswert zu.	Weiter führe den Stationswert zu.	führe den Stationswert zu	führe den Stationswert zu	NO	1:OL=weiter | 2:K=geben | 3:AIIN=den Wert	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1059	G407-E3200	G407-S498	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	OLD26_GDT407	octheol	O+CH+T+E+OL	OL	CH|T	AIIN	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E3200	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	AIIN	den Stationswert	denselben Stationswert	2	2	NOT_APPLICABLE	Weiter: entnimm den Stationswert und stelle den Stationswert ein; zur Ausführung; auf Grad I.	Weiter: entnimm denselben Stationswert und stelle denselben Stationswert ein; zur Ausführung; auf Grad I.	Weiter entnimm den Stationswert [wie zuvor] und stelle den Stationswert [wie zuvor] ein; als Ausführung und auf Grad I.	entnimm den Stationswert und stelle den Stationswert ein	entnimm denselben Stationswert und stelle denselben Stationswert ein	YES	1:O=zur Ausführung | 2:CH=nehmen | 3:T=einstellen | 4:E=auf Grad I | 5:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
