gdt751_occurrence_id	pair_id	pair_side	surface	paired_surface	page	physical_folio	locus	token_ordinal	line_token_count	normalized_position	line_position	line_first	line_last	paragraph_start_line	paragraph_end_line	paragraph_first_token	paragraph_last_token	section	language	hand	left_surface	right_surface	direct_pair_contact	canonical_axes_inherited	written_line_eva	literal_identity	confirmed_lexeme	component_export_credit
G751-O1665	G751-Q022	Q_SIDE	qokeedy	okeedy	f83r	f83	f83r.6	7	9	0.750000	MIDDLE	0	0	0	0	0	0	B	B	2	chedy	lchedy	0	HOT|END_STAGE	schedy chedchy qokal olchedy qokaiin chedy qokeedy lchedy qoky	OPEN	0	0
G751-O1666	G751-Q022	Q_SIDE	qokeedy	okeedy	f83r	f83	f83r.14	2	10	0.111111	MIDDLE	0	0	0	0	0	0	B	B	2	qokchedy	shedy	0	HOT|END_STAGE	qokchedy qokeedy shedy qokshedy dal lchedy qokaiin shcthy dal sy	OPEN	0	0
G751-O1667	G751-Q022	Q_SIDE	qokeedy	okeedy	f83r	f83	f83r.22	3	9	0.250000	MIDDLE	0	0	0	0	0	0	B	B	2	otchedy	chedain	0	HOT|END_STAGE	schedair otchedy qokeedy chedain chedy qotedaiin otaiin otedy ldy	OPEN	0	0
G751-O1668	G751-Q022	Q_SIDE	qokeedy	okeedy	f83r	f83	f83r.25	1	6	0.000000	FIRST	1	0	1	0	1	0	B	B	2	EDGE	qolchey	0	HOT|END_STAGE	qokeedy qolchey qokeey qokedy chedy otal	OPEN	0	0
G751-O1669	G751-Q022	Q_SIDE	qokeedy	okeedy	f83r	f83	f83r.27	3	5	0.500000	MIDDLE	0	0	0	0	0	0	B	B	2	chedy	shckhedy	0	HOT|END_STAGE	dain chedy qokeedy shckhedy shckhedy	OPEN	0	0
G751-O1670	G751-Q022	Q_SIDE	qokeedy	okeedy	f83r	f83	f83r.30	3	5	0.500000	MIDDLE	0	0	0	1	0	0	B	B	2	okeedy	qoky	1	HOT|END_STAGE	s okeedy qokeedy qoky saii	OPEN	0	0
G751-O1671	G751-Q022	Q_SIDE	qokeedy	okeedy	f83v	f83	f83v.4	6	10	0.555556	MIDDLE	0	0	0	0	0	0	B	B	2	qotedy	qokedar	0	HOT|END_STAGE	dain sheedy oteeody doldy qotedy qokeedy qokedar sheoldy qol oly	OPEN	0	0
G751-O1672	G751-Q022	Q_SIDE	qokeedy	okeedy	f83v	f83	f83v.5	9	10	0.888889	MIDDLE	0	0	0	0	0	0	B	B	2	shedy	okaiin	0	HOT|END_STAGE	qokal shedy qotain chedy chedol daiin otaiin shedy qokeedy okaiin	OPEN	0	0
G751-O1673	G751-Q022	Q_SIDE	qokeedy	okeedy	f83v	f83	f83v.7	9	10	0.888889	MIDDLE	0	0	0	0	0	0	B	B	2	olkshedy	qokal	0	HOT|END_STAGE	qokeey oteey qokalol chedy dy dol qokal olkshedy qokeedy qokal	OPEN	0	0
G751-O1674	G751-Q022	Q_SIDE	qokeedy	okeedy	f83v	f83	f83v.12	7	11	0.600000	MIDDLE	0	0	0	0	0	0	B	B	2	qoal	olkar	0	HOT|END_STAGE	daiin shckhy qoeeo lldar cheey qoal qokeedy olkar sheedy qokain olal	OPEN	0	0
G751-O1675	G751-Q022	Q_SIDE	qokeedy	okeedy	f83v	f83	f83v.18	3	9	0.250000	MIDDLE	0	0	0	0	0	0	B	B	2	olkeedy	qokeedy	0	HOT|END_STAGE	s olkeedy qokeedy qokeedy saiin okaiin chedy qokeedy qolkeedy	OPEN	0	0
G751-O1676	G751-Q022	Q_SIDE	qokeedy	okeedy	f83v	f83	f83v.18	4	9	0.375000	MIDDLE	0	0	0	0	0	0	B	B	2	qokeedy	saiin	0	HOT|END_STAGE	s olkeedy qokeedy qokeedy saiin okaiin chedy qokeedy qolkeedy	OPEN	0	0
G751-O1677	G751-Q022	Q_SIDE	qokeedy	okeedy	f83v	f83	f83v.18	8	9	0.875000	MIDDLE	0	0	0	0	0	0	B	B	2	chedy	qolkeedy	0	HOT|END_STAGE	s olkeedy qokeedy qokeedy saiin okaiin chedy qokeedy qolkeedy	OPEN	0	0
G751-O1678	G751-Q022	Q_SIDE	qokeedy	okeedy	f83v	f83	f83v.19	3	9	0.250000	MIDDLE	0	0	0	0	0	0	B	B	2	qolteedy	qokal	0	HOT|END_STAGE	qolchedy qolteedy qokeedy qokal okaiin chear checkhy dal checkhdy	OPEN	0	0
G751-O1679	G751-Q022	Q_SIDE	qokeedy	okeedy	f83v	f83	f83v.24	3	7	0.333333	MIDDLE	0	0	0	0	0	0	B	B	2	cheedy	qokain	0	HOT|END_STAGE	ol cheedy qokeedy qokain dalshal shldy lor	OPEN	0	0
G751-O1680	G751-Q022	Q_SIDE	qokeedy	okeedy	f86v6	f86	f86v6.22	3	11	0.200000	MIDDLE	0	0	0	0	0	0	T	B	2	tshy	kain	0	HOT|END_STAGE	lshechy tshy qokeedy kain ytaiin chees tairoar qotar tay d amom	OPEN	0	0
G751-O1681	G751-Q022	Q_SIDE	qokeedy	okeedy	f86v6	f86	f86v6.24	6	13	0.416667	MIDDLE	0	0	0	0	0	0	T	B	2	ody	pchedy	0	HOT|END_STAGE	chey keody choty dal ody qokeedy pchedy ytshy tody dal tchedy qokar oly	OPEN	0	0
G751-O1682	G751-Q022	Q_SIDE	qokeedy	okeedy	f86v3	f86	f86v3.1	2	7	0.166667	MIDDLE	0	0	1	0	0	0	C	B	2	tchedy	qoedy	0	HOT|END_STAGE	tchedy qokeedy qoedy qopchy raiin olpchey qokaiin	OPEN	0	0
G751-O1683	G751-Q022	Q_SIDE	qokeedy	okeedy	f103r	f103	f103r.22	5	12	0.363636	MIDDLE	0	0	0	0	0	0	S	B	3	shdal	shedy	0	HOT|END_STAGE	dalshy okain shckhody shdal qokeedy shedy qotar chcthy chep ar otar opchy	OPEN	0	0
G751-O1684	G751-Q022	Q_SIDE	qokeedy	okeedy	f103r	f103	f103r.35	8	10	0.777778	MIDDLE	0	0	1	0	0	0	S	B	3	shedain	ykeedy	0	HOT|END_STAGE	qoker chain olain chey kain sheol shedain qokeedy ykeedy lcheg	OPEN	0	0
G751-O1685	G751-Q022	Q_SIDE	qokeedy	okeedy	f103r	f103	f103r.36	4	8	0.428571	MIDDLE	0	0	0	1	0	0	S	B	3	okeedy	qokeey	1	HOT|END_STAGE	okool chedy okeedy qokeedy qokeey shdy otey qokeey	OPEN	0	0
G751-O1686	G751-Q022	Q_SIDE	qokeedy	okeedy	f103r	f103	f103r.37	5	9	0.500000	MIDDLE	0	0	1	0	0	0	S	B	3	qokshy	qokchdy	0	HOT|END_STAGE	pchedy qokeey qokeodair qokshy qokeedy qokchdy chsky eeey shalky	OPEN	0	0
G751-O1687	G751-Q022	Q_SIDE	qokeedy	okeedy	f103r	f103	f103r.45	1	10	0.000000	FIRST	1	0	1	0	1	0	S	B	3	EDGE	qokeedy	0	HOT|END_STAGE	qokeedy qokeedy shol shedar chedy qoteedy oteedy olkeol ltar y	OPEN	0	0
G751-O1688	G751-Q022	Q_SIDE	qokeedy	okeedy	f103v	f103	f103v.2	5	11	0.400000	MIDDLE	0	0	0	0	0	0	S	B	3	shedy	qoteor	0	HOT|END_STAGE	daiin shey qokal shedy qokeedy qoteor shey qoty chckhy qotain chalr	OPEN	0	0
G751-O1689	G751-Q022	Q_SIDE	qokeedy	okeedy	f103v	f103	f103v.6	3	11	0.200000	MIDDLE	0	0	0	0	0	0	S	B	3	shey	cheol	0	HOT|END_STAGE	dain shey qokeedy cheol qoeeor lshor qoky shedy qokaiin chedy qokam	OPEN	0	0
G751-O1690	G751-Q022	Q_SIDE	qokeedy	okeedy	f103v	f103	f103v.11	1	5	0.000000	FIRST	1	0	0	1	0	0	S	B	3	EDGE	olkeeshy	0	HOT|END_STAGE	qokeedy olkeeshy qoky qokal shed	OPEN	0	0
G751-O1691	G751-Q022	Q_SIDE	qokeedy	okeedy	f103v	f103	f103v.14	4	12	0.272727	MIDDLE	0	0	1	0	0	0	S	B	3	sho	shedy	0	HOT|END_STAGE	teeol sheol sho qokeedy shedy qokey oshedy oteedy qokain otar aiin otam	OPEN	0	0
G751-O1692	G751-Q022	Q_SIDE	qokeedy	okeedy	f103v	f103	f103v.17	1	11	0.000000	FIRST	1	0	1	0	1	0	S	B	3	EDGE	chedy	0	HOT|END_STAGE	qokeedy chedy qoteey oteedy lkedy shedy qokal ol char otal opchedy	OPEN	0	0
G751-O1693	G751-Q022	Q_SIDE	qokeedy	okeedy	f104r	f104	f104r.43	6	11	0.500000	MIDDLE	0	0	1	0	0	0	S	B	3	pchedy	oteey	0	HOT|END_STAGE	tsheodl qokaiin qokchedy ykchdy pchedy qokeedy oteey qokain oteo l dal	OPEN	0	0
G751-O1694	G751-Q022	Q_SIDE	qokeedy	okeedy	f104v	f104	f104v.3	8	12	0.636364	MIDDLE	0	0	0	0	0	0	S	B	3	chol	qotair	0	HOT|END_STAGE	shod chedy qotaiin odaiin okeol ockhey chol qokeedy qotair oeedaiin ol dl	OPEN	0	0
G751-O1695	G751-Q022	Q_SIDE	qokeedy	okeedy	f104v	f104	f104v.9	4	12	0.272727	MIDDLE	0	0	0	0	0	0	S	B	3	otaiin	qokaiin	0	HOT|END_STAGE	ycheo lcheod otaiin qokeedy qokaiin cheor ol chedaiin qotar chedy qoty dal	OPEN	0	0
G751-O1696	G751-Q022	Q_SIDE	qokeedy	okeedy	f105r	f105	f105r.28	6	11	0.500000	MIDDLE	0	0	1	0	0	0	S	B	3	qoeey	laiiin	0	HOT|END_STAGE	pchsed sheefy opchey qoteedy qoeey qokeedy laiiin odaiin aiir opair kechedy	OPEN	0	0
G751-O1697	G751-Q022	Q_SIDE	qokeedy	okeedy	f105v	f105	f105v.4	3	8	0.285714	MIDDLE	0	0	0	1	0	0	S	B	3	orchsey	chdor	0	HOT|END_STAGE	olkeeol orchsey qokeedy chdor olar ol keeol chedaiin	OPEN	0	0
G751-O1698	G751-Q022	Q_SIDE	qokeedy	okeedy	f106r	f106	f106r.18	3	11	0.200000	MIDDLE	0	0	1	0	0	0	S	B	3	dsheol	otol	0	HOT|END_STAGE	kshed dsheol qokeedy otol okeedy lkeedar sheopchy qopchy qotolchy qoty chdy	OPEN	0	0
G751-O1699	G751-Q022	Q_SIDE	qokeedy	okeedy	f106r	f106	f106r.20	5	10	0.444444	MIDDLE	0	0	0	0	0	0	S	B	3	shaiin	sail	0	HOT|END_STAGE	ytaiin cheey qokaiin shaiin qokeedy sail chedy cheodal qochedy qokaiin	OPEN	0	0
G751-O1700	G751-Q022	Q_SIDE	qokeedy	okeedy	f106r	f106	f106r.22	4	10	0.333333	MIDDLE	0	0	1	0	0	0	S	B	3	odain	opchor	0	HOT|END_STAGE	tshodair olkeees odain qokeedy opchor aror pcheeody daiir opchedy opchody	OPEN	0	0
G751-O1701	G751-Q022	Q_SIDE	qokeedy	okeedy	f106r	f106	f106r.46	4	9	0.375000	MIDDLE	0	0	0	0	0	0	S	B	3	otedy	qokaiin	0	HOT|END_STAGE	sotchdaiin shodaiin otedy qokeedy qokaiin ykar qokain cheedy lol	OPEN	0	0
G751-O1702	G751-Q022	Q_SIDE	qokeedy	okeedy	f106v	f106	f106v.30	8	9	0.875000	MIDDLE	0	0	0	0	0	0	S	B	3	ksheody	qotokody	0	HOT|END_STAGE	otaiin okochey qody oeesysarx okeey oteedy ksheody qokeedy qotokody	OPEN	0	0
G751-O1703	G751-Q022	Q_SIDE	qokeedy	okeedy	f106v	f106	f106v.43	3	12	0.181818	MIDDLE	0	0	0	0	0	0	S	B	3	okeey	okeey	0	HOT|END_STAGE	chedy okeey qokeedy okeey sheey qokaiin al al kalos chedy dkaiin chcthy	OPEN	0	0
G751-O1704	G751-Q022	Q_SIDE	qokeedy	okeedy	f107r	f107	f107r.45	4	11	0.300000	MIDDLE	0	0	1	0	0	0	S	B	3	qockhy	qokokil	0	HOT|END_STAGE	podky chedy qockhy qokeedy qokokil y chees opal kaiin otaiin otaram	OPEN	0	0
G751-O1705	G751-Q022	Q_SIDE	qokeedy	okeedy	f107v	f107	f107v.31	7	8	0.857143	MIDDLE	0	0	0	1	0	0	S	B	3	okeody	rary	0	HOT|END_STAGE	sokod chey lkaiin chedy qe okeody qokeedy rary	OPEN	0	0
G751-O1706	G751-Q022	Q_SIDE	qokeedy	okeedy	f108r	f108	f108r.2	1	11	0.000000	FIRST	1	0	0	0	0	0	S	B	3	EDGE	chokedy	0	HOT|END_STAGE	qokeedy chokedy chockhed qokeor shedy otal otaiin otedy qokechy ofchdy qody	OPEN	0	0
G751-O1707	G751-Q022	Q_SIDE	qokeedy	okeedy	f108r	f108	f108r.6	6	13	0.416667	MIDDLE	0	0	0	0	0	0	S	B	3	qokeey	sheoky	0	HOT|END_STAGE	ol cheol qo qokeey qokeey qokeedy sheoky otedy qotey qokchey chdar aiin y	OPEN	0	0
G751-O1708	G751-Q022	Q_SIDE	qokeedy	okeedy	f108r	f108	f108r.20	3	6	0.400000	MIDDLE	0	0	0	1	0	0	S	B	3	chey	cholcheey	0	HOT|END_STAGE	dain chey qokeedy cholcheey dalkar okedy	OPEN	0	0
G751-O1709	G751-Q022	Q_SIDE	qokeedy	okeedy	f108r	f108	f108r.31	4	10	0.333333	MIDDLE	0	0	1	0	0	0	S	B	3	qokedy	qokoy	0	HOT|END_STAGE	keol sheody qokedy qokeedy qokoy qoiiedy otedy qokedy qokedy qokal	OPEN	0	0
G751-O1710	G751-Q022	Q_SIDE	qokeedy	okeedy	f108r	f108	f108r.40	4	11	0.300000	MIDDLE	0	0	0	0	0	0	S	B	3	okeedy	okeeom	1	HOT|END_STAGE	okor aiin okeedy qokeedy okeeom cheykeeed chol qekeey or aiin chckhom	OPEN	0	0
G751-O1711	G751-Q022	Q_SIDE	qokeedy	okeedy	f108r	f108	f108r.41	2	10	0.111111	MIDDLE	0	0	0	0	0	0	S	B	3	sheedain	chokeedy	0	HOT|END_STAGE	sheedain qokeedy chokeedy qoteody keesho daiin chedy keedal as keodky	OPEN	0	0
G751-O1712	G751-Q022	Q_SIDE	qokeedy	okeedy	f108r	f108	f108r.42	3	10	0.222222	MIDDLE	0	0	0	0	0	0	S	B	3	qokeey	qokeey	0	HOT|END_STAGE	okeey qokeey qokeedy qokeey chedal chedy qokeey okeedain otain oolals	OPEN	0	0
G751-O1713	G751-Q022	Q_SIDE	qokeedy	okeedy	f108r	f108	f108r.47	8	11	0.700000	MIDDLE	0	0	0	1	0	0	S	B	3	oteedy	ched	0	HOT|END_STAGE	yched chockhey dain sheol okedy lkeedy oteedy qokeedy ched al keam	OPEN	0	0
G751-O1714	G751-Q022	Q_SIDE	qokeedy	okeedy	f108r	f108	f108r.48	10	12	0.818182	MIDDLE	0	0	1	0	0	0	S	B	3	qokedy	qokeedy	0	HOT|END_STAGE	pcheedy qokeo l okeol keol dain ar otedy qokedy qokeedy qokeedy lchdy	OPEN	0	0
G751-O1715	G751-Q022	Q_SIDE	qokeedy	okeedy	f108r	f108	f108r.49	3	10	0.222222	MIDDLE	0	0	0	0	0	0	S	B	3	lchedy	qokeedy	0	HOT|END_STAGE	oteedy lchedy qokeedy qokeedy qokeo lchedy qokey qokeey lkedy lkedy	OPEN	0	0
G751-O1716	G751-Q022	Q_SIDE	qokeedy	okeedy	f108v	f108	f108v.1	4	12	0.272727	MIDDLE	0	0	1	0	0	0	S	B	3	otedy	lky	0	HOT|END_STAGE	pchedal qokeedar otedy qokeedy lky ltal aiin oteo fcheey otedar am ol	OPEN	0	0
G751-O1717	G751-Q022	Q_SIDE	qokeedy	okeedy	f108v	f108	f108v.5	5	11	0.400000	MIDDLE	0	0	1	0	0	0	S	B	3	otchedy	raraiin	0	HOT|END_STAGE	polaiin okedain okal otchedy qokeedy raraiin o keedy qokar qokal dam	OPEN	0	0
G751-O1718	G751-Q022	Q_SIDE	qokeedy	okeedy	f108v	f108	f108v.8	4	10	0.333333	MIDDLE	0	0	0	0	0	0	S	B	3	oteedy	okeedy	1	HOT|END_STAGE	ysheedy okeedy oteedy qokeedy okeedy okeedy chedal okar qoteedar oty	OPEN	0	0
G751-O1719	G751-Q022	Q_SIDE	qokeedy	okeedy	f108v	f108	f108v.12	7	12	0.545455	MIDDLE	0	0	1	0	0	0	S	B	3	qokedy	shok	0	HOT|END_STAGE	tshedky sheckhy akey sheey teeody qokedy qokeedy shok ar aiin okeey tedam	OPEN	0	0
G751-O1720	G751-Q022	Q_SIDE	qokeedy	okeedy	f108v	f108	f108v.13	4	11	0.300000	MIDDLE	0	0	0	0	0	0	S	B	3	qokeey	qokeey	0	HOT|END_STAGE	daiin cheol qokeey qokeedy qokeey raiin chckhy okeey qokeedy okedain aldor	OPEN	0	0
G751-O1721	G751-Q022	Q_SIDE	qokeedy	okeedy	f108v	f108	f108v.29	6	7	0.833333	MIDDLE	0	0	0	1	0	0	S	B	3	chedeey	chea	0	HOT|END_STAGE	dar chey o cheol chedeey qokeedy chea	OPEN	0	0
G751-O1722	G751-Q022	Q_SIDE	qokeedy	okeedy	f108v	f108	f108v.32	5	10	0.444444	MIDDLE	0	0	0	0	0	0	S	B	3	olkeedy	shedy	0	HOT|END_STAGE	dain shedain qokedar olkeedy qokeedy shedy chedar chedy oteedy qokam	OPEN	0	0
G751-O1723	G751-Q022	Q_SIDE	qokeedy	okeedy	f108v	f108	f108v.33	6	12	0.454545	MIDDLE	0	0	0	0	0	0	S	B	3	shed	oteey	0	HOT|END_STAGE	sain ain chey lchs shed qokeedy oteey qokedy qokeedy cheedy qokeedar oldy	OPEN	0	0
G751-O1724	G751-Q022	Q_SIDE	qokeedy	okeedy	f108v	f108	f108v.33	9	12	0.727273	MIDDLE	0	0	0	0	0	0	S	B	3	qokedy	cheedy	0	HOT|END_STAGE	sain ain chey lchs shed qokeedy oteey qokedy qokeedy cheedy qokeedar oldy	OPEN	0	0
G751-O1725	G751-Q022	Q_SIDE	qokeedy	okeedy	f108v	f108	f108v.35	5	10	0.444444	MIDDLE	0	0	0	0	0	0	S	B	3	sholkeedy	chey	0	HOT|END_STAGE	daiin chedy lchedy sholkeedy qokeedy chey qokeey qokeedy oteedy lchedam	OPEN	0	0
G751-O1726	G751-Q022	Q_SIDE	qokeedy	okeedy	f108v	f108	f108v.38	2	10	0.111111	MIDDLE	0	0	0	0	0	0	S	B	3	dsheol	qokeedy	0	HOT|END_STAGE	dsheol qokeedy qokeedy chey qokeedy qokedy sheckhy lkedy qoteedy otam	OPEN	0	0
G751-O1727	G751-Q022	Q_SIDE	qokeedy	okeedy	f108v	f108	f108v.38	3	10	0.222222	MIDDLE	0	0	0	0	0	0	S	B	3	qokeedy	chey	0	HOT|END_STAGE	dsheol qokeedy qokeedy chey qokeedy qokedy sheckhy lkedy qoteedy otam	OPEN	0	0
G751-O1728	G751-Q022	Q_SIDE	qokeedy	okeedy	f108v	f108	f108v.40	3	10	0.222222	MIDDLE	0	0	0	0	0	0	S	B	3	sheeal	qokeedy	0	HOT|END_STAGE	daiin sheeal qokeedy qokeedy qokeedy qotey qokeey qokeey otedy qotaiin	OPEN	0	0
G751-O1729	G751-Q022	Q_SIDE	qokeedy	okeedy	f108v	f108	f108v.40	4	10	0.333333	MIDDLE	0	0	0	0	0	0	S	B	3	qokeedy	qokeedy	0	HOT|END_STAGE	daiin sheeal qokeedy qokeedy qokeedy qotey qokeey qokeey otedy qotaiin	OPEN	0	0
G751-O1730	G751-Q022	Q_SIDE	qokeedy	okeedy	f108v	f108	f108v.42	6	10	0.555556	MIDDLE	0	0	0	0	0	0	S	B	3	qolcheedy	okeedy	1	HOT|END_STAGE	ycheain chey lcheal ykeey qolcheedy qokeedy okeedy qokey qokeedy qoteedy	OPEN	0	0
G751-O1731	G751-Q022	Q_SIDE	qokeedy	okeedy	f108v	f108	f108v.45	6	11	0.500000	MIDDLE	0	0	0	0	0	0	S	B	3	sheal	qokeedy	0	HOT|END_STAGE	sheol shedy qokeey chedar sheal qokeedy qokeedy qokey sheey qokeal aral	OPEN	0	0
G751-O1732	G751-Q022	Q_SIDE	qokeedy	okeedy	f108v	f108	f108v.45	7	11	0.600000	MIDDLE	0	0	0	0	0	0	S	B	3	qokeedy	qokey	0	HOT|END_STAGE	sheol shedy qokeey chedar sheal qokeedy qokeedy qokey sheey qokeal aral	OPEN	0	0
G751-O1733	G751-Q022	Q_SIDE	qokeedy	okeedy	f108v	f108	f108v.47	4	10	0.333333	MIDDLE	0	0	0	0	0	0	S	B	3	shedain	qokeey	0	HOT|END_STAGE	ycheey qokeeey shedain qokeedy qokeey okeedal okeol lkeey lchedy lchedy	OPEN	0	0
G751-O1734	G751-Q022	Q_SIDE	qokeedy	okeedy	f108v	f108	f108v.50	6	12	0.454545	MIDDLE	0	0	0	0	0	0	S	B	3	okeedy	checkhy	1	HOT|END_STAGE	dsheey oteey cheol teedar okeedy qokeedy checkhy oteey aiin okeey chey qokey	OPEN	0	0
G751-O1735	G751-Q022	Q_SIDE	qokeedy	okeedy	f108v	f108	f108v.52	3	11	0.200000	MIDDLE	0	0	0	0	0	0	S	B	3	cheol	qokeedy	0	HOT|END_STAGE	saiin cheol qokeedy qokeedy chedy qokeey cheal llchey daiin okeey qokeey	OPEN	0	0
G751-O1736	G751-Q022	Q_SIDE	qokeedy	okeedy	f111r	f111	f111r.12	2	11	0.100000	MIDDLE	0	0	0	0	0	0	S	B	3	dsheeo	otchedey	0	HOT|END_STAGE	dsheeo qokeedy otchedey lshey lkeedy oteey qokeedy oteolair ar shedam cheam	OPEN	0	0
G751-O1737	G751-Q022	Q_SIDE	qokeedy	okeedy	f111r	f111	f111r.12	7	11	0.600000	MIDDLE	0	0	0	0	0	0	S	B	3	oteey	oteolair	0	HOT|END_STAGE	dsheeo qokeedy otchedey lshey lkeedy oteey qokeedy oteolair ar shedam cheam	OPEN	0	0
G751-O1738	G751-Q022	Q_SIDE	qokeedy	okeedy	f111r	f111	f111r.16	2	11	0.100000	MIDDLE	0	0	0	0	0	0	S	B	3	dchedshey	okeodain	0	HOT|END_STAGE	dchedshey qokeedy okeodain shet sheota oteal tey lkeey sheedy shtar keedy	OPEN	0	0
G751-O1739	G751-Q022	Q_SIDE	qokeedy	okeedy	f111r	f111	f111r.18	8	12	0.636364	MIDDLE	0	0	0	0	0	0	S	B	3	teey	qokeedy	0	HOT|END_STAGE	daiin shecthey oteody qochey qokeey chey teey qokeedy qokeedy cheol lokeedy lched	OPEN	0	0
G751-O1740	G751-Q022	Q_SIDE	qokeedy	okeedy	f111r	f111	f111r.18	9	12	0.727273	MIDDLE	0	0	0	0	0	0	S	B	3	qokeedy	cheol	0	HOT|END_STAGE	daiin shecthey oteody qochey qokeey chey teey qokeedy qokeedy cheol lokeedy lched	OPEN	0	0
G751-O1741	G751-Q022	Q_SIDE	qokeedy	okeedy	f111r	f111	f111r.20	9	14	0.615385	MIDDLE	0	0	0	0	0	0	S	B	3	okeedy	okeey	1	HOT|END_STAGE	qokeey qokeey lchedy checthy chedey cheol teedy okeedy qokeedy okeey cho ol l kai	OPEN	0	0
G751-O1742	G751-Q022	Q_SIDE	qokeedy	okeedy	f111r	f111	f111r.26	11	12	0.909091	MIDDLE	0	0	0	0	0	0	S	B	3	chedy	qoteedaiin	0	HOT|END_STAGE	soaiin shecthy oteodaiin chedy otedar air ykeey shedain l chedy qokeedy qoteedaiin	OPEN	0	0
G751-O1743	G751-Q022	Q_SIDE	qokeedy	okeedy	f111r	f111	f111r.40	7	11	0.600000	MIDDLE	0	0	0	0	0	0	S	B	3	qokeokedy	oteeolkeey	0	HOT|END_STAGE	saiin al keey okedain otedy qokeokedy qokeedy oteeolkeey okeeo l lainal	OPEN	0	0
G751-O1744	G751-Q022	Q_SIDE	qokeedy	okeedy	f111v	f111	f111v.5	8	12	0.636364	MIDDLE	0	0	0	0	0	0	S	B	3	qokeey	qokeol	0	HOT|END_STAGE	qokeed o aiin otedy qokedy chedy qokeey qokeedy qokeol shedy qotedal lol	OPEN	0	0
G751-O1745	G751-Q022	Q_SIDE	qokeedy	okeedy	f112r	f112	f112r.6	4	6	0.600000	MIDDLE	0	0	0	0	0	0	S	B	3	okeey	olkeedy	0	HOT|END_STAGE	chedal oteedy okeey qokeedy olkeedy oteeyoram	OPEN	0	0
G751-O1746	G751-Q022	Q_SIDE	qokeedy	okeedy	f112v	f112	f112v.4	5	9	0.500000	MIDDLE	0	0	0	0	0	0	S	B	3	oteey	okeey	0	HOT|END_STAGE	shody qo oeeeody oteey qokeedy okeey qokeedy qoky am	OPEN	0	0
G751-O1747	G751-Q022	Q_SIDE	qokeedy	okeedy	f112v	f112	f112v.4	7	9	0.750000	MIDDLE	0	0	0	0	0	0	S	B	3	okeey	qoky	0	HOT|END_STAGE	shody qo oeeeody oteey qokeedy okeey qokeedy qoky am	OPEN	0	0
G751-O1748	G751-Q022	Q_SIDE	qokeedy	okeedy	f112v	f112	f112v.15	3	9	0.250000	MIDDLE	0	0	1	0	0	0	S	B	3	okeedy	olkeedy	1	HOT|END_STAGE	pchodain okeedy qokeedy olkeedy qokain sheey qokedar aiin am	OPEN	0	0
G751-O1749	G751-Q022	Q_SIDE	qokeedy	okeedy	f112v	f112	f112v.18	5	10	0.444444	MIDDLE	0	0	0	0	0	0	S	B	3	chey	qokeeey	0	HOT|END_STAGE	saiin or aiin chey qokeedy qokeeey qokeeody qotam olaiin am	OPEN	0	0
G751-O1750	G751-Q022	Q_SIDE	qokeedy	okeedy	f112v	f112	f112v.23	8	9	0.875000	MIDDLE	0	0	1	0	0	0	S	B	3	sheedy	qotain	0	HOT|END_STAGE	ycheol keeor olkeeey chedain ol cheedaiin sheedy qokeedy qotain	OPEN	0	0
G751-O1751	G751-Q022	Q_SIDE	qokeedy	okeedy	f112v	f112	f112v.26	5	7	0.666667	MIDDLE	0	0	0	1	0	0	S	B	3	cheeol	qoteosam	0	HOT|END_STAGE	ychedal checkhey checkhy cheeol qokeedy qoteosam chos	OPEN	0	0
G751-O1752	G751-Q022	Q_SIDE	qokeedy	okeedy	f112v	f112	f112v.33	5	10	0.444444	MIDDLE	0	0	0	0	0	0	S	B	3	qokedy	chedaiin	0	HOT|END_STAGE	or cheeor okeedy qokedy qokeedy chedaiin okeeedy otaiin cheekey chol	OPEN	0	0
G751-O1753	G751-Q022	Q_SIDE	qokeedy	okeedy	f112v	f112	f112v.36	6	10	0.555556	MIDDLE	0	0	1	0	0	0	S	B	3	chdy	cheky	0	HOT|END_STAGE	tchede okeey lky shedaiiin chdy qokeedy cheky lkedy qotedy raram	OPEN	0	0
G751-O1754	G751-Q022	Q_SIDE	qokeedy	okeedy	f113r	f113	f113r.16	3	11	0.200000	MIDDLE	0	0	1	0	0	0	S	B	3	olkeedy	shdy	0	HOT|END_STAGE	pcheoor olkeedy qokeedy shdy qofchedy chcfhor chedy qokeeol por aiin chepchar	OPEN	0	0
G751-O1755	G751-Q022	Q_SIDE	qokeedy	okeedy	f114r	f114	f114r.10	1	5	0.000000	FIRST	1	0	0	1	0	0	S	B	3	EDGE	chdodaiin	0	HOT|END_STAGE	qokeedy chdodaiin qoedeey chdaiin chedalos	OPEN	0	0
G751-O1756	G751-Q022	Q_SIDE	qokeedy	okeedy	f114r	f114	f114r.25	3	14	0.153846	MIDDLE	0	0	0	0	0	0	S	B	3	chey	chedy	0	HOT|END_STAGE	oaiil chey qokeedy chedy qoeey qokodaiin cheey kais aiy okol aiir otair or airy	OPEN	0	0
G751-O1757	G751-Q022	Q_SIDE	qokeedy	okeedy	f114v	f114	f114v.5	2	5	0.250000	MIDDLE	0	0	0	1	0	0	S	B	3	chedy	okaly	0	HOT|END_STAGE	chedy qokeedy okaly cheedain shedy	OPEN	0	0
