component_recipe	register	event_count	owner_count	context_state_key_count	distinct_clause_count	context_required	naive_first_event_id	naive_first_clause_mismatch_count	safe_context_free_reading_de
SH+CH+T+Y	HERBAL	1	1	1	1	NO	G407-E4568	0	Halte den Posten; nimm den Posten; stelle den Posten ein.
SH+DY	BIOLOGICAL	1	1	1	1	NO	G407-E2363	0	Halte; schließe den Schritt.
SH+D_ADDR+Y	BIOLOGICAL	5	5	1	1	NO	G407-E1939	0	Halte den Posten hier.
SH+E	CELESTIAL	1	1	1	1	NO	G407-E1062	0	Halte auf Grad I.
SH+E	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0138	0	Halte auf Grad I.
SH+E+AIIN	BIOLOGICAL	4	3	1	1	NO	G407-E2426	0	Halte den Wert auf Grad I.
SH+E+AIN	HERBAL	1	1	1	1	NO	G407-E4449	0	Halte den Anteil auf Grad I.
SH+E+AL	BIOLOGICAL	4	3	3	3	YES	G407-E2073	2	Halte am Zielort auf Grad I.
SH+E+AL	CELESTIAL	1	1	1	1	NO	G407-E1397	0	Halte am Zielort auf Grad I.
SH+E+AL+OL	BIOLOGICAL	1	1	1	1	NO	G407-E2427	0	Weiter: Halte am Zielort auf Grad I.
SH+E+AL+S	BIOLOGICAL	1	1	1	1	NO	G407-E1855	0	Halte; wähle am Zielort auf Grad I.
SH+E+AR	BIOLOGICAL	3	2	2	2	YES	G407-E2285	2	Halte vom Ausgang auf Grad I.
SH+E+AR	CELESTIAL	1	1	1	1	NO	G407-E1363	0	Halte vom Ausgang auf Grad I.
SH+E+AR	PHARMA	1	1	1	1	NO	G407-E3905	0	Halte vom Ausgang auf Grad I.
SH+E+AR	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0175	0	Halte vom Ausgang auf Grad I.
SH+E+CH+K+AL	BIOLOGICAL	1	1	1	1	NO	G407-E2988	0	Halte; nimm; gib am Zielort auf Grad I.
SH+E+CH+K+D_ADDR+Y	BIOLOGICAL	1	1	1	1	NO	G407-E3563	0	Halte den Posten; nimm den Posten; gib den Posten auf Grad I hier.
SH+E+CH+K+E+DY	BIOLOGICAL	2	2	2	2	YES	G407-E2481	1	Halte; nimm; gib auf Grad I und auf Grad I; schließe den Schritt.
SH+E+CH+K+E+Y	BIOLOGICAL	2	2	1	1	NO	G407-E1955	0	Halte den Posten; nimm den Posten; gib den Posten auf Grad I und auf Grad I.
SH+E+CH+K+Y	BIOLOGICAL	4	3	1	1	NO	G407-E2857	0	Halte den Posten; nimm den Posten; gib den Posten auf Grad I.
SH+E+CH+P+Y	BIOLOGICAL	1	1	1	1	NO	G407-E2863	0	Halte den Posten; nimm den Posten; setze den Posten ein auf Grad I.
SH+E+CH+T+CHD+Y	BIOLOGICAL	1	1	1	1	NO	G407-E3523	0	Halte den Posten; nimm den Posten; stelle den Posten ein; bearbeite den Posten auf Grad I.
SH+E+CH+T+E+D_ADDR+Y	BIOLOGICAL	1	1	1	1	NO	G407-E3664	0	Halte den Posten; nimm den Posten; stelle den Posten ein auf Grad I und auf Grad I hier.
SH+E+CH+T+Y	BIOLOGICAL	5	4	1	1	NO	G407-E1670	0	Halte den Posten; nimm den Posten; stelle den Posten ein auf Grad I.
SH+E+CH+Y	BIOLOGICAL	1	1	1	1	NO	G407-E3609	0	Halte den Posten; nimm den Posten auf Grad I.
SH+E+DY	BIOLOGICAL	105	19	4	4	YES	G407-E1431	44	Halte auf Grad I; schließe den Schritt.
SH+E+DY	HERBAL	4	1	3	3	YES	G407-E4409	3	Halte auf Grad I; schließe den Schritt.
SH+E+DY	PHARMA	1	1	1	1	NO	G407-E4026	0	Halte auf Grad I; schließe den Schritt.
SH+E+D_ADDR	BIOLOGICAL	2	2	2	2	YES	G407-E1909	1	Halte auf Grad I hier.
SH+E+D_ADDR+AR	BIOLOGICAL	1	1	1	1	NO	G407-E2539	0	Halte vom Ausgang auf Grad I hier.
SH+E+D_ADDR+AR	HERBAL	1	1	1	1	NO	G407-E4512	0	Halte vom Ausgang auf Grad I hier.
SH+E+K	BIOLOGICAL	2	1	2	2	YES	G407-E2932	1	Halte; gib auf Grad I.
SH+E+K+AIIN	HERBAL	1	1	1	1	NO	G407-E4558	0	Halte den Wert; gib den Wert auf Grad I.
SH+E+K+AL	BIOLOGICAL	1	1	1	1	NO	G407-E2927	0	Halte; gib am Zielort auf Grad I.
SH+E+K+E+D_ADDR+Y	BIOLOGICAL	1	1	1	1	NO	G407-E3533	0	Halte den Posten; gib den Posten auf Grad I und auf Grad I hier.
SH+E+K+O+IIN	HERBAL	1	1	1	1	NO	G407-E4420	0	Halte; gib auf Grad I und auf der bezeichneten Stufe als Ausführung.
SH+E+K+OR	PHARMA	1	1	1	1	NO	G407-E3808	0	Halte die Einheit; gib die Einheit auf Grad I.
SH+E+K+SH+E+Y	HERBAL	1	1	1	1	NO	G407-E4493	0	Halte den Posten; gib den Posten; halte den Posten auf Grad I und auf Grad I.
SH+E+K+Y	BIOLOGICAL	1	1	1	1	NO	G407-E3221	0	Halte den Posten; gib den Posten auf Grad I.
SH+E+K+Y	CELESTIAL	1	1	1	1	NO	G407-E1099	0	Halte den Posten; gib den Posten auf Grad I.
SH+E+K+Y	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0023	0	Halte den Posten; gib den Posten auf Grad I.
SH+E+K+Y+DY	HERBAL	1	1	1	1	NO	G407-E4432	0	Halte den Posten; gib den Posten auf Grad I; schließe den Schritt.
SH+E+O	CELESTIAL	1	1	1	1	NO	G407-E1114	0	Halte auf Grad I als Ausführung.
SH+E+O	PHARMA	3	2	3	3	YES	G407-E3977	2	Halte auf Grad I als Ausführung.
SH+E+O	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0131	0	Halte auf Grad I als Ausführung.
SH+E+O+AL	PHARMA	1	1	1	1	NO	G407-E4304	0	Halte am Zielort auf Grad I als Ausführung.
SH+E+O+AM_ADDR	PHARMA	1	1	1	1	NO	G407-E3805	0	Halte auf Grad I als Ausführung hier.
SH+E+O+D_ADDR+Y	CELESTIAL	2	2	1	1	NO	G407-E0976	0	Halte den Posten auf Grad I als Ausführung hier.
SH+E+O+D_ADDR+Y	HERBAL	1	1	1	1	NO	G407-E4484	0	Halte den Posten auf Grad I als Ausführung hier.
SH+E+O+D_ADDR+Y	PHARMA	2	2	1	1	NO	G407-E3978	0	Halte den Posten auf Grad I als Ausführung hier.
SH+E+O+S	HERBAL	1	1	1	1	NO	G407-E4526	0	Halte; wähle auf Grad I als Ausführung.
SH+E+OK+E+Y	HERBAL	1	1	1	1	NO	G407-E0736	0	Halte den Posten; setze den Posten auf Grad I und auf Grad I.
SH+E+OK+Y	BIOLOGICAL	1	1	1	1	NO	G407-E2520	0	Halte den Posten; setze den Posten auf Grad I.
SH+E+OK+Y	PHARMA	1	1	1	1	NO	G407-E3883	0	Halte den Posten; setze den Posten auf Grad I.
SH+E+OL	BIOLOGICAL	7	6	4	4	YES	G407-E1648	6	Weiter: Halte auf Grad I.
SH+E+OL	CELESTIAL	2	2	1	1	NO	G407-E1316	0	Weiter: Halte auf Grad I.
SH+E+OL	PHARMA	6	5	3	3	YES	G407-E3858	4	Weiter: Halte auf Grad I.
SH+E+OL+AIIN	CELESTIAL	1	1	1	1	NO	G407-E1186	0	Weiter: Halte den Wert auf Grad I.
SH+E+OL+D_ADDR+LOCAL_CHAR_G	PHARMA	1	1	1	1	NO	G407-E3875	0	Weiter: Halte auf Grad I hier und mit der lokalen Variante.
SH+E+OL+T+E+Y	CELESTIAL	1	1	1	1	NO	G407-E1152	0	Weiter: Halte den Posten; stelle den Posten ein auf Grad I und auf Grad I.
SH+E+OL+Y	CELESTIAL	1	1	1	1	NO	G407-E1344	0	Weiter: Halte den Posten auf Grad I.
SH+E+OR	BIOLOGICAL	1	1	1	1	NO	G407-E2880	0	Halte die Einheit auf Grad I.
SH+E+OR	PHARMA	4	3	1	1	NO	G407-E3800	0	Halte die Einheit auf Grad I.
SH+E+P+CH+OL	CELESTIAL	1	1	1	1	NO	G407-E1112	0	Weiter: Halte; setze ein; nimm auf Grad I.
SH+E+P+Y	BIOLOGICAL	1	1	1	1	NO	G407-E1573	0	Halte den Posten; setze den Posten ein auf Grad I.
SH+E+S	CELESTIAL	1	1	1	1	NO	G407-E1411	0	Halte; wähle auf Grad I.
SH+E+T+AR	BIOLOGICAL	1	1	1	1	NO	G407-E3488	0	Halte; stelle vom Ausgang ein auf Grad I.
SH+E+T+E+Y	CELESTIAL	1	1	1	1	NO	G407-E1182	0	Halte den Posten; stelle den Posten ein auf Grad I und auf Grad I.
SH+E+Y	BIOLOGICAL	33	13	1	1	NO	G407-E1433	0	Halte den Posten auf Grad I.
SH+E+Y	CELESTIAL	4	3	1	1	NO	G407-E1047	0	Halte den Posten auf Grad I.
SH+E+Y	HERBAL	3	3	1	1	NO	G407-E0312	0	Halte den Posten auf Grad I.
SH+E+Y	PHARMA	1	1	1	1	NO	G407-E4196	0	Halte den Posten auf Grad I.
SH+E+Y	SOURCE_SECTION_T	3	2	1	1	NO	G407-E0112	0	Halte den Posten auf Grad I.
SH+E+Y+CH+T+Y	CELESTIAL	1	1	1	1	NO	G407-E1281	0	Halte den Posten und den Posten; nimm den Posten und den Posten; stelle den Posten und den Posten ein auf Grad I.
SH+E+Y+K	HERBAL	1	1	1	1	NO	G407-E4545	0	Halte den Posten; gib den Posten auf Grad I.
SH+E+Y+R	PHARMA	1	1	1	1	NO	G407-E4148	0	Halte den Posten; markiere den Posten auf Grad I.
SH+EE	BIOLOGICAL	1	1	1	1	NO	G407-E2670	0	Halte auf Grad II.
SH+EE+AL	BIOLOGICAL	1	1	1	1	NO	G407-E3378	0	Halte am Zielort auf Grad II.
SH+EE+AL+O+DY	CELESTIAL	1	1	1	1	NO	G407-E1077	0	Halte am Zielort auf Grad II als Ausführung; schließe den Schritt.
SH+EE+DY	BIOLOGICAL	15	8	5	5	YES	G407-E1565	6	Halte auf Grad II; schließe den Schritt.
SH+EE+DY	CELESTIAL	1	1	1	1	NO	G407-E1352	0	Halte auf Grad II; schließe den Schritt.
SH+EE+DY	PHARMA	1	1	1	1	NO	G407-E4043	0	Halte auf Grad II; schließe den Schritt.
SH+EE+D_ADDR	BIOLOGICAL	1	1	1	1	NO	G407-E2468	0	Halte auf Grad II hier.
SH+EE+K+CH+Y	BIOLOGICAL	1	1	1	1	NO	G407-E3718	0	Halte den Posten; gib den Posten; nimm den Posten auf Grad II.
SH+EE+K+Y	BIOLOGICAL	3	3	1	1	NO	G407-E1445	0	Halte den Posten; gib den Posten auf Grad II.
SH+EE+LOCAL_CHAR_G	CELESTIAL	1	1	1	1	NO	G407-E1377	0	Halte auf Grad II mit der lokalen Variante.
SH+EE+O	CELESTIAL	1	1	1	1	NO	G407-E1073	0	Halte auf Grad II als Ausführung.
SH+EE+O+S	PHARMA	1	1	1	1	NO	G407-E4069	0	Halte; wähle auf Grad II als Ausführung.
SH+EE+OL	BIOLOGICAL	4	2	3	3	YES	G407-E2253	3	Weiter: Halte auf Grad II.
SH+EE+OL	PHARMA	2	2	1	1	NO	G407-E3874	0	Weiter: Halte auf Grad II.
SH+EE+OR	CELESTIAL	1	1	1	1	NO	G407-E1125	0	Halte die Einheit auf Grad II.
SH+EE+S	CELESTIAL	2	2	1	1	NO	G407-E1006	0	Halte; wähle auf Grad II.
SH+EE+S_ADDR	BIOLOGICAL	2	2	2	2	YES	G407-E2480	1	Halte auf Grad II hier.
SH+EE+S_ADDR	PHARMA	2	1	2	2	YES	G407-E3981	1	Halte auf Grad II hier.
SH+EE+T+Y	BIOLOGICAL	4	2	1	1	NO	G407-E1742	0	Halte den Posten; stelle den Posten ein auf Grad II.
SH+EE+Y	BIOLOGICAL	31	11	1	1	NO	G407-E1529	0	Halte den Posten auf Grad II.
SH+EE+Y	CELESTIAL	4	3	1	1	NO	G407-E1040	0	Halte den Posten auf Grad II.
SH+EE+Y	PHARMA	8	4	1	1	NO	G407-E3894	0	Halte den Posten auf Grad II.
SH+K+CHD+DY	BIOLOGICAL	1	1	1	1	NO	G407-E3076	0	Halte; gib; bearbeite; schließe den Schritt.
SH+K+Y	BIOLOGICAL	2	2	1	1	NO	G407-E1862	0	Halte den Posten; gib den Posten.
SH+K+Y	HERBAL	1	1	1	1	NO	G407-E0378	0	Halte den Posten; gib den Posten.
SH+L+DY	CELESTIAL	1	1	1	1	NO	G407-E1122	0	Halte über die Verbindung; schließe den Schritt.
SH+O	CELESTIAL	1	1	1	1	NO	G407-E1157	0	Halte als Ausführung.
SH+O	HERBAL	6	2	3	3	YES	G407-E0669	5	Halte als Ausführung.
SH+O	SOURCE_SECTION_T	3	1	3	3	YES	G407-E0094	2	Halte als Ausführung.
SH+O+AIIN	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0183	0	Halte den Wert als Ausführung.
SH+O+AL	HERBAL	1	1	1	1	NO	G407-E0308	0	Halte am Zielort als Ausführung.
SH+O+CH+P+E+DY	BIOLOGICAL	1	1	1	1	NO	G407-E3612	0	Halte; nimm; setze ein auf Grad I als Ausführung; schließe den Schritt.
SH+O+CH+T+Y	CELESTIAL	1	1	1	1	NO	G407-E1342	0	Halte den Posten; nimm den Posten; stelle den Posten ein als Ausführung.
SH+O+DY	BIOLOGICAL	1	1	1	1	NO	G407-E2649	0	Halte als Ausführung; schließe den Schritt.
SH+O+DY	HERBAL	1	1	1	1	NO	G407-E4401	0	Halte als Ausführung; schließe den Schritt.
SH+O+DY	PHARMA	2	2	2	2	YES	G407-E4071	1	Halte als Ausführung; schließe den Schritt.
SH+O+DY	SOURCE_SECTION_T	3	2	2	2	YES	G407-E0056	1	Halte als Ausführung; schließe den Schritt.
SH+O+D_ADDR	HERBAL	1	1	1	1	NO	G407-E0608	0	Halte als Ausführung hier.
SH+O+D_ADDR	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0026	0	Halte als Ausführung hier.
SH+O+D_ADDR+AIN	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0085	0	Halte den Anteil als Ausführung hier.
SH+O+D_ADDR+AN	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0120	0	Halte als Ausführung hier und in der bezeichneten Klasse.
SH+O+D_ADDR+AR+Y	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0054	0	Halte den Posten vom Ausgang als Ausführung hier.
SH+O+E+T+Y	PHARMA	1	1	1	1	NO	G407-E4163	0	Halte den Posten; stelle den Posten ein auf Grad I als Ausführung.
SH+O+P+CH+O	CELESTIAL	1	1	1	1	NO	G407-E1115	0	Halte; setze ein; nimm als Ausführung.
SH+O+S	HERBAL	1	1	1	1	NO	G407-E4439	0	Halte; wähle als Ausführung.
SH+O+S	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0066	0	Halte; wähle als Ausführung.
SH+O+SH+Y	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0077	0	Halte den Posten; halte den Posten als Ausführung.
SH+O+Y	PHARMA	2	2	1	1	NO	G407-E3872	0	Halte den Posten als Ausführung.
SH+O+Y	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0088	0	Halte den Posten als Ausführung.
SH+O+Y+LOCAL_CHAR_F+AR	HERBAL	1	1	1	1	NO	G407-E4463	0	Halte den Posten vom Ausgang als Ausführung mit der lokalen Variante.
SH+O+Y+T+Y	HERBAL	1	1	1	1	NO	G407-E0314	0	Halte den Posten und den Posten; stelle den Posten und den Posten ein als Ausführung.
SH+OK	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0153	0	Halte; setze.
SH+OK+AIIN	HERBAL	1	1	1	1	NO	G407-E0813	0	Halte den Wert; setze den Wert.
SH+OK+AIN	BIOLOGICAL	1	1	1	1	NO	G407-E1567	0	Halte den Anteil; setze den Anteil.
SH+OK+AL	CELESTIAL	1	1	1	1	NO	G407-E1270	0	Halte; setze am Zielort.
SH+OK+CH+EE+Y	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0162	0	Halte den Posten; setze den Posten; nimm den Posten auf Grad II.
SH+OK+CH+Y	CELESTIAL	1	1	1	1	NO	G407-E1028	0	Halte den Posten; setze den Posten; nimm den Posten.
SH+OL	BIOLOGICAL	7	6	2	2	YES	G407-E1865	2	Weiter: Halte.
SH+OL	CELESTIAL	2	2	2	2	YES	G407-E1159	1	Weiter: Halte.
SH+OL	HERBAL	6	5	3	3	YES	G407-E0368	2	Weiter: Halte.
SH+OL	SOURCE_SECTION_T	3	3	3	3	YES	G407-E0005	2	Weiter: Halte.
SH+OL+D_ADDR+Y	HERBAL	1	1	1	1	NO	G407-E0568	0	Weiter: Halte den Posten hier.
SH+OL+D_ADDR+Y	PHARMA	1	1	1	1	NO	G407-E4300	0	Weiter: Halte den Posten hier.
SH+OL+D_ADDR+Y	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0010	0	Weiter: Halte den Posten hier.
SH+OL+LOCAL_CHAR_F+CH+OR	PHARMA	1	1	1	1	NO	G407-E3801	0	Weiter: Halte die Einheit; nimm die Einheit mit der lokalen Variante.
SH+OR	BIOLOGICAL	2	2	1	1	NO	G407-E2530	0	Halte die Einheit.
SH+OR	HERBAL	8	5	1	1	NO	G407-E0216	0	Halte die Einheit.
SH+OR	PHARMA	2	2	1	1	NO	G407-E3939	0	Halte die Einheit.
SH+OR+O+D_ADDR+O	HERBAL	1	1	1	1	NO	G407-E0400	0	Halte die Einheit als Ausführung hier.
SH+OR+Y	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0006	0	Halte die Einheit und den Posten.
SH+OT+EE+Y	CELESTIAL	1	1	1	1	NO	G407-E1382	0	Danach: Halte den Posten auf Grad II.
SH+OT+SH+E+Y	HERBAL	1	1	1	1	NO	G407-E4562	0	Danach: Halte den Posten; halte den Posten auf Grad I.
SH+T+OL	BIOLOGICAL	1	1	1	1	NO	G407-E1655	0	Weiter: Halte; stelle ein.
SH+Y	BIOLOGICAL	1	1	1	1	NO	G407-E3154	0	Halte den Posten.
SH+Y+AIIN	HERBAL	1	1	1	1	NO	G407-E0310	0	Halte den Posten und den Wert.
T	HERBAL	1	1	1	1	NO	G407-E0858	0	Stelle ein.
T+AIIN	BIOLOGICAL	2	2	1	1	NO	G407-E2893	0	Stelle den Wert ein.
T+AIIN	HERBAL	2	2	1	1	NO	G407-E0265	0	Stelle den Wert ein.
T+AIIN	PHARMA	1	1	1	1	NO	G407-E4161	0	Stelle den Wert ein.
T+AIN	BIOLOGICAL	1	1	1	1	NO	G407-E2709	0	Stelle den Anteil ein.
T+AIN	PHARMA	1	1	1	1	NO	G407-E4098	0	Stelle den Anteil ein.
T+AL	BIOLOGICAL	2	2	1	1	NO	G407-E2698	0	Stelle am Zielort ein.
T+AL	CELESTIAL	1	1	1	1	NO	G407-E1108	0	Stelle am Zielort ein.
T+AL+AM_ADDR	HERBAL	1	1	1	1	NO	G407-E0728	0	Stelle am Zielort ein hier.
T+AL+O+D_ADDR+Y	HERBAL	1	1	1	1	NO	G407-E0753	0	Stelle den Posten am Zielort ein als Ausführung hier.
T+AL+Y	CELESTIAL	1	1	1	1	NO	G407-E1295	0	Stelle den Posten am Zielort ein.
T+AR	BIOLOGICAL	1	1	1	1	NO	G407-E3569	0	Stelle vom Ausgang ein.
T+AR	HERBAL	3	2	2	2	YES	G407-E0745	1	Stelle vom Ausgang ein.
T+CH+AR	HERBAL	1	1	1	1	NO	G407-E0639	0	Stelle ein; nimm vom Ausgang.
T+CH+E+O+L	BIOLOGICAL	1	1	1	1	NO	G407-E3265	0	Stelle ein; nimm über die Verbindung auf Grad I als Ausführung.
T+CH+E+O+L	PHARMA	1	1	1	1	NO	G407-E4108	0	Stelle ein; nimm über die Verbindung auf Grad I als Ausführung.
T+CH+E+Y	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0129	0	Stelle den Posten ein; nimm den Posten auf Grad I.
T+CH+O	HERBAL	2	2	2	2	YES	G407-E0469	1	Stelle ein; nimm als Ausführung.
T+CH+O+DY	HERBAL	3	2	2	2	YES	G407-E0313	1	Stelle ein; nimm als Ausführung; schließe den Schritt.
T+CH+O+D_ADDR+AR	HERBAL	1	1	1	1	NO	G407-E0605	0	Stelle ein; nimm vom Ausgang als Ausführung hier.
T+CH+O+D_ADDR+OL	PHARMA	1	1	1	1	NO	G407-E4212	0	Weiter: Stelle ein; nimm als Ausführung hier.
T+CH+OR	HERBAL	2	2	1	1	NO	G407-E0408	0	Stelle die Einheit ein; nimm die Einheit.
T+CHD	BIOLOGICAL	1	1	1	1	NO	G407-E3159	0	Stelle ein; bearbeite.
T+CHD+AIIN	HERBAL	1	1	1	1	NO	G407-E4570	0	Stelle den Wert ein; bearbeite den Wert.
T+CHD+Y	BIOLOGICAL	4	2	1	1	NO	G407-E1665	0	Stelle den Posten ein; bearbeite den Posten.
T+CHD+Y	HERBAL	1	1	1	1	NO	G407-E4490	0	Stelle den Posten ein; bearbeite den Posten.
T+E+CHD+Y	BIOLOGICAL	1	1	1	1	NO	G407-E3707	0	Stelle den Posten ein; bearbeite den Posten auf Grad I.
T+E+DY	BIOLOGICAL	4	4	2	2	YES	G407-E1511	1	Stelle ein auf Grad I; schließe den Schritt.
T+E+O	CELESTIAL	1	1	1	1	NO	G407-E1315	0	Stelle ein auf Grad I als Ausführung.
T+E+O+DY	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0071	0	Stelle ein auf Grad I als Ausführung; schließe den Schritt.
T+E+O+D_ADDR+AL	CELESTIAL	1	1	1	1	NO	G407-E1262	0	Stelle am Zielort ein auf Grad I als Ausführung hier.
T+E+O+D_ADDR+AL	PHARMA	1	1	1	1	NO	G407-E3930	0	Stelle am Zielort ein auf Grad I als Ausführung hier.
T+E+Y	BIOLOGICAL	1	1	1	1	NO	G407-E3139	0	Stelle den Posten ein auf Grad I.
T+E+Y	CELESTIAL	3	3	1	1	NO	G407-E1180	0	Stelle den Posten ein auf Grad I.
T+EE+O+DY	CELESTIAL	1	1	1	1	NO	G407-E1191	0	Stelle ein auf Grad II als Ausführung; schließe den Schritt.
T+EE+OL+AIN	BIOLOGICAL	1	1	1	1	NO	G407-E2620	0	Weiter: Stelle den Anteil ein auf Grad II.
T+EE+Y	CELESTIAL	1	1	1	1	NO	G407-E1069	0	Stelle den Posten ein auf Grad II.
T+EEE+Y	CELESTIAL	1	1	1	1	NO	G407-E1089	0	Stelle den Posten ein auf Grad III.
T+O+AIIN	CELESTIAL	1	1	1	1	NO	G407-E0983	0	Stelle den Wert ein als Ausführung.
T+O+AIR+Y	PHARMA	1	1	1	1	NO	G407-E4015	0	Stelle den Posten entlang der Bahn ein als Ausführung.
T+O+CH+OL	HERBAL	1	1	1	1	NO	G407-E0641	0	Weiter: Stelle ein; nimm als Ausführung.
T+O+CH+S+O	CELESTIAL	1	1	1	1	NO	G407-E1037	0	Stelle ein; nimm; wähle als Ausführung.
T+O+S	PHARMA	2	2	2	2	YES	G407-E4051	1	Stelle ein; wähle als Ausführung.
T+OK+Y	HERBAL	1	1	1	1	NO	G407-E0848	0	Stelle den Posten ein; setze den Posten.
T+OL	BIOLOGICAL	1	1	1	1	NO	G407-E3683	0	Weiter: Stelle ein.
T+OL	HERBAL	3	2	2	2	YES	G407-E0339	2	Weiter: Stelle ein.
T+OL	PHARMA	2	2	2	2	YES	G407-E4032	1	Weiter: Stelle ein.
T+OL	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0150	0	Weiter: Stelle ein.
T+OL+CHD	BIOLOGICAL	1	1	1	1	NO	G407-E2402	0	Weiter: Stelle ein; bearbeite.
T+OR+SH+OR	HERBAL	1	1	1	1	NO	G407-E0366	0	Stelle die Einheit und die Einheit ein; halte die Einheit und die Einheit.
T+OR+Y	HERBAL	1	1	1	1	NO	G407-E0428	0	Stelle die Einheit und den Posten ein.
T+SH+D_ADDR+AL	HERBAL	1	1	1	1	NO	G407-E4504	0	Stelle ein; halte am Zielort hier.
T+SH+E+S	HERBAL	1	1	1	1	NO	G407-E4560	0	Stelle ein; halte; wähle auf Grad I.
T+SH+O	HERBAL	1	1	1	1	NO	G407-E0487	0	Stelle ein; halte als Ausführung.
T+SH+O+D_ADDR+EE+S+Y	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0164	0	Stelle den Posten ein; halte den Posten; wähle den Posten auf Grad II als Ausführung hier.
T+SH+OL	HERBAL	1	1	1	1	NO	G407-E0307	0	Weiter: Stelle ein; halte.
T+SH+OR	HERBAL	1	1	1	1	NO	G407-E4469	0	Stelle die Einheit ein; halte die Einheit.
T+Y	BIOLOGICAL	1	1	1	1	NO	G407-E3670	0	Stelle den Posten ein.
T+Y	HERBAL	2	2	1	1	NO	G407-E0235	0	Stelle den Posten ein.
Y	BIOLOGICAL	87	17	10	10	YES	G407-E1454	75	Posten.
Y	CELESTIAL	16	7	7	7	YES	G407-E0912	12	Posten.
Y	HERBAL	52	9	7	7	YES	G407-E0242	41	Posten.
Y	PHARMA	19	9	7	7	YES	G407-E3841	16	Posten.
Y	SOURCE_SECTION_T	9	4	6	6	YES	G407-E0008	6	Posten.
Y+AIN	BIOLOGICAL	1	1	1	1	NO	G407-E1604	0	Anteil des Postens.
Y+AIN	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0072	0	Anteil des Postens.
Y+AL	CELESTIAL	1	1	1	1	NO	G407-E1155	0	Posten am Zielort.
Y+AL	HERBAL	2	2	2	2	YES	G407-E0379	1	Posten am Zielort.
Y+AL+S	HERBAL	1	1	1	1	NO	G407-E0616	0	Wähle den Posten am Zielort.
Y+AR	BIOLOGICAL	1	1	1	1	NO	G407-E3004	0	Posten vom Ausgang.
Y+CH+AIR	HERBAL	1	1	1	1	NO	G407-E0591	0	Nimm den Posten entlang der Bahn.
Y+CH+E+O	PHARMA	1	1	1	1	NO	G407-E4282	0	Nimm den Posten auf Grad I als Ausführung.
Y+CH+E+O+D_ADDR+Y	CELESTIAL	1	1	1	1	NO	G407-E0978	0	Nimm den Posten und den Posten auf Grad I als Ausführung hier.
Y+CH+E+O+L	HERBAL	1	1	1	1	NO	G407-E0645	0	Nimm den Posten über die Verbindung auf Grad I als Ausführung.
Y+CH+E+O+R	HERBAL	1	1	1	1	NO	G407-E0258	0	Nimm den Posten; markiere den Posten auf Grad I als Ausführung.
Y+CH+K	HERBAL	1	1	1	1	NO	G407-E0602	0	Nimm den Posten; gib den Posten.
Y+CH+K+Y	HERBAL	1	1	1	1	NO	G407-E0478	0	Nimm den Posten und den Posten; gib den Posten und den Posten.
Y+CH+O	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0128	0	Nimm den Posten als Ausführung.
Y+CH+O+CH+P+Y	HERBAL	1	1	1	1	NO	G407-E0804	0	Nimm den Posten und den Posten; nimm den Posten und den Posten; setze den Posten und den Posten ein als Ausführung.
Y+CH+O+D_ADDR	HERBAL	1	1	1	1	NO	G407-E0518	0	Nimm den Posten als Ausführung hier.
Y+CHD+Y	BIOLOGICAL	1	1	1	1	NO	G407-E2785	0	Bearbeite den Posten und den Posten.
Y+DA+AM_ADDR	CELESTIAL	1	1	1	1	NO	G407-E0933	0	Posten auf der zweiten Stufe hier.
Y+DA+AM_ADDR	PHARMA	1	1	1	1	NO	G407-E4150	0	Posten auf der zweiten Stufe hier.
Y+DY	BIOLOGICAL	1	1	1	1	NO	G407-E3375	0	Posten; schließe den Schritt.
Y+DY+D_LABEL	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0133	0	Posten hier; schließe den Schritt.
Y+D_ADDR+AIIN	CELESTIAL	2	1	2	2	YES	G407-E0994	1	Wert des Postens hier.
Y+D_ADDR+AIIN	HERBAL	2	2	2	2	YES	G407-E0585	1	Wert des Postens hier.
Y+D_ADDR+AIIN	PHARMA	1	1	1	1	NO	G407-E4267	0	Wert des Postens hier.
