unified_index	register	page	unit_or_locus	visible_owner	source_id	desired_value_de	writing_layer	recipe_or_key	writer_action	resulting_visible_surface	result_status
526	ASTRO	f67r2	f67r2.64	A1_RIGHT_PHASE_STATION_01	G145	A1_RIGHT_PHASE_STATION_01: Nebenwert.	LOCAL_COPY_KEY	LOCAL_KEY[s]	Copy this key from the selected local diagram locus	s	GENERATED_OR_COPIED_EXACTLY
527	ASTRO	f67r2	f67r2.64	A1_RIGHT_PHASE_STATION_01	G146	Radstelle A1_RIGHT_PHASE_STATION_01: Himmels-, Ring- oder Zeigerlauf.	PURE_COMPOSITION	COMPOSE_FROM_PRODUCTIVE_STEMS::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Baue die Gruppe direkt aus den bekannten Quellen-, Ziel-, Mengen-, Grad-, Bahn- und Festsetzungsstämmen.	air	GENERATED_OR_COPIED_EXACTLY
528	ASTRO	f67r2	f67r2.65	A1_RIGHT_PHASE_STATION_02	G147	Radstelle A1_RIGHT_PHASE_STATION_02: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest soe.	PURE_COMPOSITION	COPY_CORE_ATTACH_ADDRESS::soe+AR	Kopiere den örtlichen Kern und setze AR für Quelle, AL für Ziel oder AR+AL für Quelle-zu-Ziel.	soear	GENERATED_OR_COPIED_EXACTLY
529	ASTRO	f67r2	f67r2.66	A1_RIGHT_PHASE_STATION_03	G148	Radstelle A1_RIGHT_PHASE_STATION_03: lange oder volle Diagrammstufe; lokaler Namensrest cph/y.	PURE_COMPOSITION	COPY_CORE_ATTACH_GRADE_Y::cph+EE+Y	Kopiere den örtlichen Kern und setze E+Y, EE+Y oder EEE+Y für kurzen, langen oder vollen Wert.	cpheey	GENERATED_OR_COPIED_EXACTLY
530	ASTRO	f67r2	f67r2.67	A1_RIGHT_PHASE_STATION_04	G149	Radstelle A1_RIGHT_PHASE_STATION_04: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest od.	PURE_COMPOSITION	COPY_CORE_ATTACH_ADDRESS::okod+AR	Kopiere den örtlichen Kern und setze AR für Quelle, AL für Ziel oder AR+AL für Quelle-zu-Ziel.	okodar	GENERATED_OR_COPIED_EXACTLY
531	ASTRO	f67r2	f67r2.68	A1_RIGHT_PHASE_STATION_05	G150	Radstelle A1_RIGHT_PHASE_STATION_05: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest oepc/d.	LOCAL_COPY_KEY	LOCAL_KEY[oepchod]	Copy this key from the selected local diagram locus	oepchod	GENERATED_OR_COPIED_EXACTLY
532	ASTRO	f67r2	f67r2.69	A1_RIGHT_PHASE_STATION_06	G151	A1_RIGHT_PHASE_STATION_06: Nebenwert.	LOCAL_COPY_KEY	LOCAL_KEY[s]	Copy this key from the selected local diagram locus	s	GENERATED_OR_COPIED_EXACTLY
533	ASTRO	f67r2	f67r2.69	A1_RIGHT_PHASE_STATION_06	G152	A1_RIGHT_PHASE_STATION_06: aktueller Hauptwert.	PURE_COMPOSITION	COPY_OPERATION_ATTACH_Y::a+Y	Kopiere den örtlichen Operations- oder Relationskern und schließe ihn mit Y als aktuellem Posten.	ay	GENERATED_OR_COPIED_EXACTLY
534	ASTRO	f67r2	f67r2.70	A1_RIGHT_PHASE_STATION_07	G153	Radstelle A1_RIGHT_PHASE_STATION_07: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest os.	PURE_COMPOSITION	COPY_CORE_ATTACH_ADDRESS::os+AR	Kopiere den örtlichen Kern und setze AR für Quelle, AL für Ziel oder AR+AL für Quelle-zu-Ziel.	osar	GENERATED_OR_COPIED_EXACTLY
535	ASTRO	f67r2	f67r2.71	A1_RIGHT_PHASE_STATION_08	G154	Radstelle A1_RIGHT_PHASE_STATION_08: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest an.	PURE_COMPOSITION	COMPOSE_FROM_PRODUCTIVE_STEMS::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Baue die Gruppe direkt aus den bekannten Quellen-, Ziel-, Mengen-, Grad-, Bahn- und Festsetzungsstämmen.	oran	GENERATED_OR_COPIED_EXACTLY
536	ASTRO	f67r2	f67r2.72	A1_LEFT_OUTER_RING_TEXT	G155	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: vom bezeichneten Ausgangsplatz.	PURE_COMPOSITION	REUSE_COMMON_STEM_CARD::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Schreibe die bereits gelernte gemeinsame Stammkarte.	dar	GENERATED_OR_COPIED_EXACTLY
537	ASTRO	f67r2	f67r2.72	A1_LEFT_OUTER_RING_TEXT	G156	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Zielsektor, Zielstern oder Zielfeld + Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest d.	PURE_COMPOSITION	COMPOSE_FROM_PRODUCTIVE_STEMS::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Baue die Gruppe direkt aus den bekannten Quellen-, Ziel-, Mengen-, Grad-, Bahn- und Festsetzungsstämmen.	aldaiin	GENERATED_OR_COPIED_EXACTLY
538	ASTRO	f67r2	f67r2.72	A1_LEFT_OUTER_RING_TEXT	G157	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest yd.	PURE_COMPOSITION	COMPOSE_FROM_PRODUCTIVE_STEMS::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Baue die Gruppe direkt aus den bekannten Quellen-, Ziel-, Mengen-, Grad-, Bahn- und Festsetzungsstämmen.	ydaiin	GENERATED_OR_COPIED_EXACTLY
539	ASTRO	f67r2	f67r2.72	A1_LEFT_OUTER_RING_TEXT	G158	A1_LEFT_OUTER_RING_TEXT: neue Grundklasse.	LEARNED_WHOLE_SIGN	ASTRO_WHOLE[qkoy]	Copy the complete memorized Astro value sign	qkoy	GENERATED_OR_COPIED_EXACTLY
540	ASTRO	f67r2	f67r2.72	A1_LEFT_OUTER_RING_TEXT	G159	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest yd.	PURE_COMPOSITION	COMPOSE_FROM_PRODUCTIVE_STEMS::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Baue die Gruppe direkt aus den bekannten Quellen-, Ziel-, Mengen-, Grad-, Bahn- und Festsetzungsstämmen.	ydaiin	GENERATED_OR_COPIED_EXACTLY
541	ASTRO	f67r2	f67r2.72	A1_LEFT_OUTER_RING_TEXT	G160	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest qof.	PURE_COMPOSITION	COPY_CORE_ATTACH_AIR::qof+AIR	Kopiere den örtlichen Kern und setze AIR für dessen Lauf oder Bahn.	qofair	GENERATED_OR_COPIED_EXACTLY
542	ASTRO	f67r2	f67r2.72	A1_LEFT_OUTER_RING_TEXT	G161	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest yp.	PURE_COMPOSITION	COMPOSE_FROM_PRODUCTIVE_STEMS::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Baue die Gruppe direkt aus den bekannten Quellen-, Ziel-, Mengen-, Grad-, Bahn- und Festsetzungsstämmen.	ypair	GENERATED_OR_COPIED_EXACTLY
543	ASTRO	f67r2	f67r2.72	A1_LEFT_OUTER_RING_TEXT	G162	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest yko.	PURE_COMPOSITION	COMPOSE_FROM_PRODUCTIVE_STEMS::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Baue die Gruppe direkt aus den bekannten Quellen-, Ziel-, Mengen-, Grad-, Bahn- und Festsetzungsstämmen.	ykoaiin	GENERATED_OR_COPIED_EXACTLY
544	ASTRO	f67r2	f67r2.72	A1_LEFT_OUTER_RING_TEXT	G163	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest yd/y.	PURE_COMPOSITION	COPY_OPERATION_ATTACH_Y::ydol+Y	Kopiere den örtlichen Operations- oder Relationskern und schließe ihn mit Y als aktuellem Posten.	ydoly	GENERATED_OR_COPIED_EXACTLY
545	ASTRO	f67r2	f67r2.72	A1_LEFT_OUTER_RING_TEXT	G164	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Zielsektor, Zielstern oder Zielfeld + Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest yt/c/s.	LOCAL_COPY_KEY	LOCAL_KEY[ytalchos]	Copy this key from the selected local diagram locus	ytalchos	GENERATED_OR_COPIED_EXACTLY
546	ASTRO	f67r2	f67r2.72	A1_LEFT_OUTER_RING_TEXT	G165	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest y.	PURE_COMPOSITION	COPY_OPERATION_ATTACH_Y::ol+Y	Kopiere den örtlichen Operations- oder Relationskern und schließe ihn mit Y als aktuellem Posten.	oly	GENERATED_OR_COPIED_EXACTLY
547	ASTRO	f67r2	f67r2.72	A1_LEFT_OUTER_RING_TEXT	G166	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: in kurzer Stufe setzen.	PURE_COMPOSITION	REUSE_REGISTERED_PROSE_CARD::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Nimm dieselbe gelernte Karte wie in der Prosa und lies nur ihren Diagrammbesitzer neu.	okey	GENERATED_OR_COPIED_EXACTLY
548	ASTRO	f67r2	f67r2.73	A1_RIGHT_OUTER_RING_TEXT	G167	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: abgelesener oder freigegebener Wert; lokaler Namensrest s.	PURE_COMPOSITION	COPY_CORE_ATTACH_GRADE_Y::ssh+E+Y	Kopiere den örtlichen Kern und setze E+Y, EE+Y oder EEE+Y für kurzen, langen oder vollen Wert.	sshey	GENERATED_OR_COPIED_EXACTLY
549	ASTRO	f67r2	f67r2.73	A1_RIGHT_OUTER_RING_TEXT	G168	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: dieser lokale Diagrammposten.	PURE_COMPOSITION	REUSE_COMMON_STEM_CARD::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Schreibe die bereits gelernte gemeinsame Stammkarte.	sy	GENERATED_OR_COPIED_EXACTLY
550	ASTRO	f67r2	f67r2.73	A1_RIGHT_OUTER_RING_TEXT	G169	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: Position oder Bedingung halten + lange oder volle Diagrammstufe; lokaler Namensrest s.	LOCAL_COPY_KEY	LOCAL_KEY[shees]	Copy this key from the selected local diagram locus	shees	GENERATED_OR_COPIED_EXACTLY
551	ASTRO	f67r2	f67r2.73	A1_RIGHT_OUTER_RING_TEXT	G170	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: lange oder volle Diagrammstufe; lokaler Namensrest qeyk/y.	PURE_COMPOSITION	COPY_CORE_ATTACH_GRADE_Y::qeyk+EE+Y	Kopiere den örtlichen Kern und setze E+Y, EE+Y oder EEE+Y für kurzen, langen oder vollen Wert.	qeykeey	GENERATED_OR_COPIED_EXACTLY
552	ASTRO	f67r2	f67r2.73	A1_RIGHT_OUTER_RING_TEXT	G171	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest y/ey.	PURE_COMPOSITION	COPY_CORE_ATTACH_GRADE_Y::ykch+E+Y	Kopiere den örtlichen Kern und setze E+Y, EE+Y oder EEE+Y für kurzen, langen oder vollen Wert.	ykchey	GENERATED_OR_COPIED_EXACTLY
553	ASTRO	f67r2	f67r2.73	A1_RIGHT_OUTER_RING_TEXT	G172	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest y/ey.	PURE_COMPOSITION	COPY_CORE_ATTACH_GRADE_Y::ykch+E+Y	Kopiere den örtlichen Kern und setze E+Y, EE+Y oder EEE+Y für kurzen, langen oder vollen Wert.	ykchey	GENERATED_OR_COPIED_EXACTLY
554	ASTRO	f67r2	f67r2.73	A1_RIGHT_OUTER_RING_TEXT	G173	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: Diagrammposten setzen oder aktivieren; lokaler Namensrest q/eochy.	PURE_COMPOSITION	COPY_OPERATION_ATTACH_Y::qokeoch+Y	Kopiere den örtlichen Operations- oder Relationskern und schließe ihn mit Y als aktuellem Posten.	qokeochy	GENERATED_OR_COPIED_EXACTLY
555	ASTRO	f67r2	f67r2.73	A1_RIGHT_OUTER_RING_TEXT	G174	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest o.	PURE_COMPOSITION	COMPOSE_FROM_PRODUCTIVE_STEMS::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Baue die Gruppe direkt aus den bekannten Quellen-, Ziel-, Mengen-, Grad-, Bahn- und Festsetzungsstämmen.	oaiin	GENERATED_OR_COPIED_EXACTLY
556	ASTRO	f67r2	f67r2.73	A1_RIGHT_OUTER_RING_TEXT	G175	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: Diagrammposten setzen oder aktivieren + im selben Ring, Band oder Satz fortsetzen.	PURE_COMPOSITION	COPY_CORE_ATTACH_RELATION::ok+OL	Kopiere den örtlichen Kern und setze OL für Fortsetzung oder OR für Bedingungsansatz.	okol	GENERATED_OR_COPIED_EXACTLY
557	ASTRO	f67r2	f67r2.73	A1_RIGHT_OUTER_RING_TEXT	G176	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert.	PURE_COMPOSITION	COPY_CORE_ATTACH_ADDRESS::ROOT+AR	Kopiere den örtlichen Kern und setze AR für Quelle, AL für Ziel oder AR+AL für Quelle-zu-Ziel.	ar	GENERATED_OR_COPIED_EXACTLY
558	ASTRO	f67r2	f67r2.73	A1_RIGHT_OUTER_RING_TEXT	G177	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: im selben Ring, Band oder Satz fortsetzen + Ausgangssektor, Ursprung oder Bezugswert.	PURE_COMPOSITION	COPY_CORE_ATTACH_ADDRESS::ol+AR	Kopiere den örtlichen Kern und setze AR für Quelle, AL für Ziel oder AR+AL für Quelle-zu-Ziel.	olar	GENERATED_OR_COPIED_EXACTLY
559	ASTRO	f67r2	f67r2.74	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	G178	Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: abgelesener oder freigegebener Wert; lokaler Namensrest y.	PURE_COMPOSITION	COPY_CORE_ATTACH_GRADE_Y::ysh+E+Y	Kopiere den örtlichen Kern und setze E+Y, EE+Y oder EEE+Y für kurzen, langen oder vollen Wert.	yshey	GENERATED_OR_COPIED_EXACTLY
560	ASTRO	f67r2	f67r2.74	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	G179	Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe; lokaler Namensrest q/ody.	LEARNED_WHOLE_SIGN	ASTRO_WHOLE[qokeeody]	Copy the complete memorized Astro value sign	qokeeody	GENERATED_OR_COPIED_EXACTLY
561	ASTRO	f67r2	f67r2.74	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	G180	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: sekundärer Ablesewert.	LOCAL_COPY_KEY	LOCAL_KEY[cheos]	Copy this key from the selected local diagram locus	cheos	GENERATED_OR_COPIED_EXACTLY
562	ASTRO	f67r2	f67r2.74	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	G181	Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: lange oder volle Diagrammstufe; lokaler Namensrest o/os.	LOCAL_COPY_KEY	LOCAL_KEY[oeeos]	Copy this key from the selected local diagram locus	oeeos	GENERATED_OR_COPIED_EXACTLY
563	ASTRO	f67r2	f67r2.74	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	G182	Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: durch Sektor, Ring oder Pruefweg fuehren; lokaler Namensrest qo/y.	PURE_COMPOSITION	COPY_OPERATION_ATTACH_Y::qockh+Y	Kopiere den örtlichen Operations- oder Relationskern und schließe ihn mit Y als aktuellem Posten.	qockhy	GENERATED_OR_COPIED_EXACTLY
564	ASTRO	f67r2	f67r2.74	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	G183	Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest c/s.	LOCAL_COPY_KEY	LOCAL_KEY[chos]	Copy this key from the selected local diagram locus	chos	GENERATED_OR_COPIED_EXACTLY
565	ASTRO	f67r2	f67r2.74	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	G184	Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: Sollwert oder Grad des bezeichneten Himmelsplatzes.	PURE_COMPOSITION	REUSE_COMMON_STEM_CARD::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Schreibe die bereits gelernte gemeinsame Stammkarte.	aiin	GENERATED_OR_COPIED_EXACTLY
566	ASTRO	f67r2	f67r2.74	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	G185	Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe; lokaler Namensrest ody.	LEARNED_WHOLE_SIGN	ASTRO_WHOLE[okeeody]	Copy the complete memorized Astro value sign	okeeody	GENERATED_OR_COPIED_EXACTLY
567	ASTRO	f67r2	f67r2.74	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	G186	Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: Diagrammposten setzen oder aktivieren + Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest q/o.	PURE_COMPOSITION	COMPOSE_FROM_PRODUCTIVE_STEMS::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Baue die Gruppe direkt aus den bekannten Quellen-, Ziel-, Mengen-, Grad-, Bahn- und Festsetzungsstämmen.	qokoaiin	GENERATED_OR_COPIED_EXACTLY
568	ASTRO	f67r2	f67r2.74	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	G187	Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: gezaehlter Teil oder Unterabschnitt; lokaler Namensrest od.	PURE_COMPOSITION	COMPOSE_FROM_PRODUCTIVE_STEMS::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Baue die Gruppe direkt aus den bekannten Quellen-, Ziel-, Mengen-, Grad-, Bahn- und Festsetzungsstämmen.	odain	GENERATED_OR_COPIED_EXACTLY
569	ASTRO	f67r2	f67r2.74	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	G188	Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: Ausgangssektor, Ursprung oder Bezugswert.	PURE_COMPOSITION	COPY_CORE_ATTACH_ADDRESS::ROOT+AR	Kopiere den örtlichen Kern und setze AR für Quelle, AL für Ziel oder AR+AL für Quelle-zu-Ziel.	ar	GENERATED_OR_COPIED_EXACTLY
570	ASTRO	f67r2	f67r2.74	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	G189	Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: Himmels-, Ring- oder Zeigerlauf.	PURE_COMPOSITION	COMPOSE_FROM_PRODUCTIVE_STEMS::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Baue die Gruppe direkt aus den bekannten Quellen-, Ziel-, Mengen-, Grad-, Bahn- und Festsetzungsstämmen.	air	GENERATED_OR_COPIED_EXACTLY
571	ASTRO	f67r2	f67r2.74	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	G190	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: aktueller Hauptwert.	PURE_COMPOSITION	COPY_OPERATION_ATTACH_Y::a+Y	Kopiere den örtlichen Operations- oder Relationskern und schließe ihn mit Y als aktuellem Posten.	ay	GENERATED_OR_COPIED_EXACTLY
572	ASTRO	f68r1	f68r1.1	A2_LEFT_PANEL_HEADER	G191	Sternplatz A2_LEFT_PANEL_HEADER: Himmelsobjekt oder Eingangsbedingung + Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest s/y.	PURE_COMPOSITION	COPY_OPERATION_ATTACH_Y::shokch+Y	Kopiere den örtlichen Operations- oder Relationskern und schließe ihn mit Y als aktuellem Posten.	shokchy	GENERATED_OR_COPIED_EXACTLY
573	ASTRO	f68r1	f68r1.1	A2_LEFT_PANEL_HEADER	G192	Sternplatz A2_LEFT_PANEL_HEADER: lange oder volle Diagrammstufe; lokaler Namensrest cht/y.	PURE_COMPOSITION	COPY_CORE_ATTACH_GRADE_Y::cht+EE+Y	Kopiere den örtlichen Kern und setze E+Y, EE+Y oder EEE+Y für kurzen, langen oder vollen Wert.	chteey	GENERATED_OR_COPIED_EXACTLY
574	ASTRO	f68r1	f68r1.1	A2_LEFT_PANEL_HEADER	G193	Sternplatz A2_LEFT_PANEL_HEADER: naechster Platz oder folgende Bedingung + lange oder volle Diagrammstufe; lokaler Namensrest ch/y.	PURE_COMPOSITION	COPY_CORE_ATTACH_GRADE_Y::chot+EE+Y	Kopiere den örtlichen Kern und setze E+Y, EE+Y oder EEE+Y für kurzen, langen oder vollen Wert.	choteey	GENERATED_OR_COPIED_EXACTLY
575	ASTRO	f68r1	f68r1.1	A2_LEFT_PANEL_HEADER	G194	Sternplatz A2_LEFT_PANEL_HEADER: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest cph.	PURE_COMPOSITION	COPY_CORE_ATTACH_RELATION::cph+OL	Kopiere den örtlichen Kern und setze OL für Fortsetzung oder OR für Bedingungsansatz.	cphol	GENERATED_OR_COPIED_EXACTLY
576	ASTRO	f68r1	f68r1.1	A2_LEFT_PANEL_HEADER	G195	Sternplatz A2_LEFT_PANEL_HEADER: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest che.	PURE_COMPOSITION	COPY_CORE_ATTACH_RELATION::che+OR	Kopiere den örtlichen Kern und setze OL für Fortsetzung oder OR für Bedingungsansatz.	cheor	GENERATED_OR_COPIED_EXACTLY
577	ASTRO	f68r1	f68r1.1	A2_LEFT_PANEL_HEADER	G196	Sternplatz A2_LEFT_PANEL_HEADER: lange oder volle Diagrammstufe + im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest opch.	PURE_COMPOSITION	COPY_CORE_ATTACH_RELATION::opchee+OL	Kopiere den örtlichen Kern und setze OL für Fortsetzung oder OR für Bedingungsansatz.	opcheeol	GENERATED_OR_COPIED_EXACTLY
578	ASTRO	f68r1	f68r1.1	A2_LEFT_PANEL_HEADER	G197	Sternplatz A2_LEFT_PANEL_HEADER: naechster Platz oder folgende Bedingung + Bedingungs-, Tabellen- oder Wahlansatz.	PURE_COMPOSITION	PREFIX_FOLLOWING_POST::or+OT	Setze OT vor den folgenden örtlichen Posten und behalte dessen Adresse, Relation oder Grad.	otor	GENERATED_OR_COPIED_EXACTLY
579	ASTRO	f68r1	f68r1.1	A2_LEFT_PANEL_HEADER	G198	Sternplatz A2_LEFT_PANEL_HEADER: Himmelsobjekt oder Eingangsbedingung + lange oder volle Diagrammstufe; lokaler Namensrest c/cth/y.	PURE_COMPOSITION	COPY_CORE_ATTACH_GRADE_Y::chocth+EEE+Y	Kopiere den örtlichen Kern und setze E+Y, EE+Y oder EEE+Y für kurzen, langen oder vollen Wert.	choctheeey	GENERATED_OR_COPIED_EXACTLY
580	ASTRO	f68r1	f68r1.1	A2_LEFT_PANEL_HEADER	G199	Sternplatz A2_LEFT_PANEL_HEADER: Diagrammposten setzen oder aktivieren + Himmelsobjekt oder Eingangsbedingung + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest c.	PURE_COMPOSITION	COPY_CORE_ATTACH_ADDRESS::okcho+AL	Kopiere den örtlichen Kern und setze AR für Quelle, AL für Ziel oder AR+AL für Quelle-zu-Ziel.	okchoal	GENERATED_OR_COPIED_EXACTLY
581	ASTRO	f68r1	f68r1.2	A2_MIDDLE_PANEL_HEADER	G200	A2_MIDDLE_PANEL_HEADER: Grundzustand dieses Platzes.	LOCAL_COPY_KEY	LOCAL_KEY[tochso]	Copy this key from the selected local diagram locus	tochso	GENERATED_OR_COPIED_EXACTLY
582	ASTRO	f68r1	f68r1.2	A2_MIDDLE_PANEL_HEADER	G201	Sternplatz A2_MIDDLE_PANEL_HEADER: naechster Platz oder folgende Bedingung; lokaler Namensrest chl.	PURE_COMPOSITION	PREFIX_FOLLOWING_POST::chl+OT	Setze OT vor den folgenden örtlichen Posten und behalte dessen Adresse, Relation oder Grad.	otchl	GENERATED_OR_COPIED_EXACTLY
583	ASTRO	f68r1	f68r1.2	A2_MIDDLE_PANEL_HEADER	G202	Sternplatz A2_MIDDLE_PANEL_HEADER: vollstaendig setzen und den Eintrag schliessen.	PURE_COMPOSITION	REUSE_REGISTERED_PROSE_CARD::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Nimm dieselbe gelernte Karte wie in der Prosa und lies nur ihren Diagrammbesitzer neu.	qokeeedy	GENERATED_OR_COPIED_EXACTLY
584	ASTRO	f68r1	f68r1.2	A2_MIDDLE_PANEL_HEADER	G203	Sternplatz A2_MIDDLE_PANEL_HEADER: abgelesener oder freigegebener Diagrammwert.	PURE_COMPOSITION	REUSE_COMMON_STEM_CARD::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Schreibe die bereits gelernte gemeinsame Stammkarte.	cheey	GENERATED_OR_COPIED_EXACTLY
585	ASTRO	f68r1	f68r1.2	A2_MIDDLE_PANEL_HEADER	G204	Sternplatz A2_MIDDLE_PANEL_HEADER: lange oder volle Diagrammstufe + lange oder volle Diagrammstufe; lokaler Namensrest ch/t/y.	PURE_COMPOSITION	COPY_CORE_ATTACH_GRADE_Y::cheet+EE+Y	Kopiere den örtlichen Kern und setze E+Y, EE+Y oder EEE+Y für kurzen, langen oder vollen Wert.	cheeteey	GENERATED_OR_COPIED_EXACTLY
586	ASTRO	f68r1	f68r1.2	A2_MIDDLE_PANEL_HEADER	G205	A2_MIDDLE_PANEL_HEADER: Phasenplatz fest eingetragen.	LEARNED_WHOLE_SIGN	ASTRO_WHOLE[yteody]	Copy the complete memorized Astro value sign	yteody	GENERATED_OR_COPIED_EXACTLY
587	ASTRO	f68r1	f68r1.2	A2_MIDDLE_PANEL_HEADER	G206	Sternplatz A2_MIDDLE_PANEL_HEADER: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest chp.	PURE_COMPOSITION	COPY_CORE_ATTACH_RELATION::chp+OR	Kopiere den örtlichen Kern und setze OL für Fortsetzung oder OR für Bedingungsansatz.	chpor	GENERATED_OR_COPIED_EXACTLY
