state_edition_ordinal	event_id	statement_id	physical_page	register	owner_id	surface	final_context_recipe	gdt566_selected_clause_de	owner_voice_working_clause_de	owner_bound_control_clause_de	owner_voice_changed	owner_voice_equals_owner_bound	adapter_card_count	adapter_card_ids	outer_template_id	structural_template_id	state_atom_alignment	guard
1075	G407-E3234	G407-S505	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	sheedy	SH+EE+DY	Halte den Posten; auf Grad II; abschließen.	Halte den Stationsposten; auf Grad II; schließe den Schritt.	Halte den Stationsposten [wie zuvor]; auf Grad II; schließe den Schritt.	YES	NO	2	GDT567-A12|GDT567-A39	GDT565-O01	GDT565-T012	1:SH=halten | 2:EE=auf Grad II | 3:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1076	G407-E3235	G407-S506	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qokedy	OK+E+DY	Setze den Posten; auf Grad I; abschließen.	Setze den Stationsposten; auf Grad I; schließe den Schritt.	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	YES	NO	2	GDT567-A12|GDT567-A39	GDT565-O01	GDT565-T012	1:OK=setzen | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1077	G407-E3240	G407-S507	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qotal	OT+AL	Danach: setze den Posten; zum Zielort.	Danach: setze den Stationsposten; zur Zielstation.	Danach im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an; zur Zielstation.	YES	NO	2	GDT567-A12|GDT567-A31	GDT565-O03	GDT565-T140	1:OT=danach | 2:AL=zum Zielort	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1078	G407-E3242	G407-S507	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qoteor	OT+E+OR	Danach: bearbeite die Einheit; auf Grad I.	Danach: bearbeite die Stationseinheit; auf Grad I.	Danach im laufenden Gang bearbeite die Stationseinheit; auf Grad I.	YES	NO	1	GDT567-A15	GDT565-O03	GDT565-T127	1:OT=danach | 2:E=auf Grad I | 3:OR=die Einheit	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1079	G407-E3249	G407-S508	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	kolchdy	K+OL+CHD+Y	Weiter: gib den Posten und bearbeite den Posten.	Weiter: gib den Stationsposten und bearbeite den Stationsposten.	Weiter führe den Stationsposten zu und bearbeite den Stationsposten.	YES	NO	1	GDT567-A12	GDT565-O05	GDT565-T094	1:K=geben | 2:OL=weiter | 3:CHD=bearbeiten | 4:Y=den Posten	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1080	G407-E3250	G407-S508	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qokedy	OK+E+DY	Setze den Posten; auf Grad I; abschließen.	Setze den Stationsposten; auf Grad I; schließe den Schritt.	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	YES	NO	2	GDT567-A12|GDT567-A39	GDT565-O01	GDT565-T012	1:OK=setzen | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1081	G407-E3251	G407-S509	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qopol	CARRIER_Q+O+P+OL	Weiter: setze den Posten ein; am Beginn; zur Ausführung.	Weiter: setze den Stationsposten ein; am Beginn; zur Ausführung.	Weiter setze den Stationsposten [wie zuvor] ein; als neuen Einsatz und als Ausführung.	YES	NO	1	GDT567-A12	GDT565-O03	GDT565-T059	1:CARRIER_Q=am Beginn | 2:O=zur Ausführung | 3:P=einsetzen | 4:OL=weiter	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1082	G407-E3252	G407-S509	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qotedor	OT+E+D_ADDR+OR	Danach: setze die Einheit ein; auf Grad I; hier.	Danach: setze die Stationseinheit ein; auf Grad I; an der bezeichneten Stelle.	Danach im laufenden Gang setze die Stationseinheit ein; auf Grad I; an der bezeichneten Stelle.	YES	NO	2	GDT567-A15|GDT567-A38	GDT565-O03	GDT565-T133	1:OT=danach | 2:E=auf Grad I | 3:D_ADDR=hier | 4:OR=die Einheit	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1083	G407-E3254	G407-S509	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qotal	OT+AL	Danach: bearbeite den Posten; zum Zielort.	Danach: bearbeite den Stationsposten; zur Zielstation.	Danach im laufenden Gang bearbeite den Stationsposten [wie zuvor]; zur Zielstation.	YES	NO	2	GDT567-A12|GDT567-A31	GDT565-O03	GDT565-T140	1:OT=danach | 2:AL=zum Zielort	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1084	G407-E3257	G407-S509	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	otedy	OT+E+DY	Danach: gib den Posten; auf Grad I; abschließen.	Danach: gib den Stationsposten; auf Grad I; schließe den Schritt.	Danach im laufenden Gang führe den Stationsposten [wie zuvor] zu; auf Grad I; schließe den Schritt.	YES	NO	2	GDT567-A12|GDT567-A39	GDT565-O04	GDT565-T157	1:OT=danach | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1085	G407-E3259	G407-S510	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	olqo	OL+CARRIER_Q+O	Weiter: bearbeite den Posten; am Beginn; zur Ausführung.	Weiter: bearbeite den Stationsposten; am Beginn; zur Ausführung.	Weiter im laufenden Gang bearbeite den Stationsposten [wie zuvor]; als neuen Einsatz und als Ausführung.	YES	NO	1	GDT567-A12	GDT565-O03	GDT565-T059	1:OL=weiter | 2:CARRIER_Q=am Beginn | 3:O=zur Ausführung	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1086	G407-E3262	G407-S510	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	lolol	L+OL+OL	Weiter: gib den Posten; über die Verbindung; nochmals weiterführen.	Weiter: gib den Stationsposten; über die sichtbare Verbindung; nochmals weiterführen.	Weiter und weiter im laufenden Gang führe den Stationsposten [wie zuvor] zu; über die sichtbare Verbindung.	YES	NO	2	GDT567-A12|GDT567-A33	GDT565-O04	GDT565-T119	1:L=über die Verbindung | 2:OL=weiter | 3:OL=weiter	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1087	G407-E3266	G407-S510	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	olchedy	OL+CHD+DY	Weiter: bearbeite den Posten; abschließen.	Weiter: bearbeite den Stationsposten; schließe den Schritt.	Weiter bearbeite den Stationsposten [wie zuvor]; schließe den Schritt.	YES	NO	2	GDT567-A12|GDT567-A39	GDT565-O06	GDT565-T110	1:OL=weiter | 2:CHD=bearbeiten | 3:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1088	G407-E3267	G407-S511	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qokeedy	OK+EE+DY	Setze den Posten; auf Grad II; abschließen.	Setze den Stationsposten; auf Grad II; schließe den Schritt.	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad II; schließe den Schritt.	YES	NO	2	GDT567-A12|GDT567-A39	GDT565-O01	GDT565-T012	1:OK=setzen | 2:EE=auf Grad II | 3:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1089	G407-E3268	G407-S512	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qotedy	OT+E+DY	Danach: setze den Posten; auf Grad I; abschließen.	Danach: setze den Stationsposten; auf Grad I; schließe den Schritt.	Danach im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	YES	NO	2	GDT567-A12|GDT567-A39	GDT565-O04	GDT565-T157	1:OT=danach | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1090	G407-E3272	G407-S513	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	solarol	S+OL+AR+OL	Weiter: wähle den Posten; vom Ausgang; nochmals weiterführen.	Weiter: wähle den Stationsposten; von der Ausgangsstation; nochmals weiterführen.	Weiter und weiter wähle den Stationsposten [wie zuvor]; von der Ausgangsstation.	YES	NO	2	GDT567-A12|GDT567-A32	GDT565-O04	GDT565-T119	1:S=wählen | 2:OL=weiter | 3:AR=vom Ausgang | 4:OL=weiter	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1091	G407-E3274	G407-S513	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	olchy	OL+CH+Y	Weiter: nimm den Posten.	Weiter: nimm den Stationsposten.	Weiter entnimm den Stationsposten.	YES	NO	1	GDT567-A12	GDT565-O05	GDT565-T072	1:OL=weiter | 2:CH=nehmen | 3:Y=den Posten	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1092	G407-E3281	G407-S513	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	olchedy	OL+CHD+DY	Weiter: bearbeite den Wert; abschließen.	Weiter: bearbeite den Stationswert; schließe den Schritt.	Weiter bearbeite den Stationswert [wie zuvor]; schließe den Schritt.	YES	NO	2	GDT567-A13|GDT567-A39	GDT565-O06	GDT565-T110	1:OL=weiter | 2:CHD=bearbeiten | 3:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1093	G407-E3282	G407-S514	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	kedy	K+E+DY	Gib den Wert; auf Grad I; abschließen.	Gib den Stationswert; auf Grad I; schließe den Schritt.	Führe den Stationswert [wie zuvor] zu; auf Grad I; schließe den Schritt.	YES	NO	2	GDT567-A13|GDT567-A39	GDT565-O01	GDT565-T012	1:K=geben | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1094	G407-E3283	G407-S515	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	lchedy	L+CHD+DY	Bearbeite den Wert; über die Verbindung; abschließen.	Bearbeite den Stationswert; über die sichtbare Verbindung; schließe den Schritt.	Bearbeite den Stationswert [wie zuvor]; über die sichtbare Verbindung; schließe den Schritt.	YES	NO	3	GDT567-A13|GDT567-A33|GDT567-A39	GDT565-O01	GDT565-T024	1:L=über die Verbindung | 2:CHD=bearbeiten | 3:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1095	G407-E3284	G407-S516	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qokedy	OK+E+DY	Setze den Wert; auf Grad I; abschließen.	Setze den Stationswert; auf Grad I; schließe den Schritt.	Setze den Stationswert [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	YES	NO	2	GDT567-A13|GDT567-A39	GDT565-O01	GDT565-T012	1:OK=setzen | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1096	G407-E3285	G407-S517	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qokeedy	OK+EE+DY	Setze den Wert; auf Grad II; abschließen.	Setze den Stationswert; auf Grad II; schließe den Schritt.	Setze den Stationswert [wie zuvor] im Stationsgang an; auf Grad II; schließe den Schritt.	YES	NO	2	GDT567-A13|GDT567-A39	GDT565-O01	GDT565-T012	1:OK=setzen | 2:EE=auf Grad II | 3:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1097	G407-E3292	G407-S518	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qokeedy	OK+EE+DY	Setze den Posten; auf Grad II; abschließen.	Setze den Stationsposten; auf Grad II; schließe den Schritt.	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad II; schließe den Schritt.	YES	NO	2	GDT567-A12|GDT567-A39	GDT565-O01	GDT565-T012	1:OK=setzen | 2:EE=auf Grad II | 3:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1098	G407-E3293	G407-S519	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	lchedy	L+CHD+DY	Bearbeite den Posten; über die Verbindung; abschließen.	Bearbeite den Stationsposten; über die sichtbare Verbindung; schließe den Schritt.	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung; schließe den Schritt.	YES	NO	3	GDT567-A12|GDT567-A33|GDT567-A39	GDT565-O01	GDT565-T024	1:L=über die Verbindung | 2:CHD=bearbeiten | 3:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1099	G407-E3294	G407-S520	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qokeedy	OK+EE+DY	Setze den Posten; auf Grad II; abschließen.	Setze den Stationsposten; auf Grad II; schließe den Schritt.	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad II; schließe den Schritt.	YES	NO	2	GDT567-A12|GDT567-A39	GDT565-O01	GDT565-T012	1:OK=setzen | 2:EE=auf Grad II | 3:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1100	G407-E3298	G407-S521	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	ol	OL	Weiter: markiere die Einheit.	Weiter: markiere die Stationseinheit.	Weiter im laufenden Gang markiere die Stationseinheit [wie zuvor].	YES	NO	1	GDT567-A15	GDT565-O05	GDT565-T072	1:OL=weiter	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1101	G407-E3304	G407-S521	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	dshedy	SH+E+DY	Halte den Posten; auf Grad I; abschließen.	Halte den Stationsposten; auf Grad I; schließe den Schritt.	Halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	YES	NO	2	GDT567-A12|GDT567-A39	GDT565-O01	GDT565-T012	1:SH=halten | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1102	G407-E3305	G407-S522	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qoteey	OT+EE+Y	Danach: halte den Posten; auf Grad II.	Danach: halte den Stationsposten; auf Grad II.	Danach im laufenden Gang halte den Stationsposten; auf Grad II.	YES	NO	1	GDT567-A12	GDT565-O03	GDT565-T127	1:OT=danach | 2:EE=auf Grad II | 3:Y=den Posten	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1103	G407-E3308	G407-S522	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qokedy	OK+E+DY	Setze den Posten; auf Grad I; abschließen.	Setze den Stationsposten; auf Grad I; schließe den Schritt.	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	YES	NO	2	GDT567-A12|GDT567-A39	GDT565-O01	GDT565-T012	1:OK=setzen | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1104	G407-E3310	G407-S523	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qokeedy	OK+EE+DY	Setze den Posten; auf Grad II; abschließen.	Setze den Stationsposten; auf Grad II; schließe den Schritt.	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad II; schließe den Schritt.	YES	NO	2	GDT567-A12|GDT567-A39	GDT565-O01	GDT565-T012	1:OK=setzen | 2:EE=auf Grad II | 3:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1105	G407-E3312	G407-S524	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	polched	P+OL+CHD	Weiter: setze den Posten ein und bearbeite den Posten.	Weiter: setze den Stationsposten ein und bearbeite den Stationsposten.	Weiter setze den Stationsposten [wie zuvor] ein und bearbeite den Stationsposten [wie zuvor].	YES	NO	1	GDT567-A12	GDT565-O05	GDT565-T094	1:P=einsetzen | 2:OL=weiter | 3:CHD=bearbeiten	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1106	G407-E3313	G407-S524	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	otain	OT+AIN	Danach: bearbeite den Anteil.	Danach: bearbeite den Stationsanteil.	Danach im laufenden Gang bearbeite den Stationsanteil.	YES	NO	1	GDT567-A14	GDT565-O05	GDT565-T139	1:OT=danach | 2:AIN=den Anteil	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1107	G407-E3314	G407-S524	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	shedy	SH+E+DY	Halte den Anteil; auf Grad I; abschließen.	Halte den Stationsanteil; auf Grad I; schließe den Schritt.	Halte den Stationsanteil [wie zuvor]; auf Grad I; schließe den Schritt.	YES	NO	2	GDT567-A14|GDT567-A39	GDT565-O01	GDT565-T012	1:SH=halten | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1108	G407-E3315	G407-S525	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	shedy	SH+E+DY	Halte den Anteil; auf Grad I; abschließen.	Halte den Stationsanteil; auf Grad I; schließe den Schritt.	Halte den Stationsanteil [wie zuvor]; auf Grad I; schließe den Schritt.	YES	NO	2	GDT567-A14|GDT567-A39	GDT565-O01	GDT565-T012	1:SH=halten | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1109	G407-E3327	G407-S526	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qokeedy	OK+EE+DY	Setze den Anteil; auf Grad II; abschließen.	Setze den Stationsanteil; auf Grad II; schließe den Schritt.	Setze den Stationsanteil [wie zuvor] im Stationsgang an; auf Grad II; schließe den Schritt.	YES	NO	2	GDT567-A14|GDT567-A39	GDT565-O01	GDT565-T012	1:OK=setzen | 2:EE=auf Grad II | 3:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1110	G407-E3330	G407-S527	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qokedy	OK+E+DY	Setze den Posten; auf Grad I; abschließen.	Setze den Stationsposten; auf Grad I; schließe den Schritt.	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	YES	NO	2	GDT567-A12|GDT567-A39	GDT565-O01	GDT565-T012	1:OK=setzen | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1111	G407-E3332	G407-S528	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	shedy	SH+E+DY	Halte den Posten; auf Grad I; abschließen.	Halte den Stationsposten; auf Grad I; schließe den Schritt.	Halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	YES	NO	2	GDT567-A12|GDT567-A39	GDT565-O01	GDT565-T012	1:SH=halten | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1112	G407-E3333	G407-S529	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	sheol	SH+E+OL	Weiter: halte den Posten; auf Grad I.	Weiter: halte den Stationsposten; auf Grad I.	Weiter halte den Stationsposten [wie zuvor]; auf Grad I.	YES	NO	1	GDT567-A12	GDT565-O03	GDT565-T064	1:SH=halten | 2:E=auf Grad I | 3:OL=weiter	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1113	G407-E3336	G407-S529	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	shedy	SH+E+DY	Halte den Wert; auf Grad I; abschließen.	Halte den Stationswert; auf Grad I; schließe den Schritt.	Halte den Stationswert [wie zuvor]; auf Grad I; schließe den Schritt.	YES	NO	2	GDT567-A13|GDT567-A39	GDT565-O01	GDT565-T012	1:SH=halten | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1114	G407-E3337	G407-S530	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qoly	OL+Y	Weiter: halte den Posten.	Weiter: halte den Stationsposten.	Weiter im laufenden Gang halte den Stationsposten.	YES	NO	1	GDT567-A12	GDT565-O05	GDT565-T072	1:OL=weiter | 2:Y=den Posten	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1115	G407-E3340	G407-S530	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	lkedy	L+K+E+DY	Gib den Posten; über die Verbindung; auf Grad I; abschließen.	Gib den Stationsposten; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	Führe den Stationsposten [wie zuvor] zu; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	YES	NO	3	GDT567-A12|GDT567-A33|GDT567-A39	GDT565-O01	GDT565-T026	1:L=über die Verbindung | 2:K=geben | 3:E=auf Grad I | 4:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1116	G407-E3344	G407-S531	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qol	OL	Weiter: halte den Posten.	Weiter: halte den Stationsposten.	Weiter im laufenden Gang halte den Stationsposten [wie zuvor].	YES	NO	1	GDT567-A12	GDT565-O05	GDT565-T072	1:OL=weiter	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1117	G407-E3353	G407-S531	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qol	OL	Weiter: gib den Posten.	Weiter: gib den Stationsposten.	Weiter im laufenden Gang führe den Stationsposten [wie zuvor] zu.	YES	NO	1	GDT567-A12	GDT565-O05	GDT565-T072	1:OL=weiter	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1118	G407-E3363	G407-S531	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qokeeedy	OK+EEE+DY	Setze den Posten; auf Grad III; abschließen.	Setze den Stationsposten; auf Grad III; schließe den Schritt.	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad III; schließe den Schritt.	YES	NO	2	GDT567-A12|GDT567-A39	GDT565-O01	GDT565-T012	1:OK=setzen | 2:EEE=auf Grad III | 3:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1119	G407-E3364	G407-S532	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	lchedy	L+CHD+DY	Bearbeite den Posten; über die Verbindung; abschließen.	Bearbeite den Stationsposten; über die sichtbare Verbindung; schließe den Schritt.	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung; schließe den Schritt.	YES	NO	3	GDT567-A12|GDT567-A33|GDT567-A39	GDT565-O01	GDT565-T024	1:L=über die Verbindung | 2:CHD=bearbeiten | 3:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1120	G407-E3366	G407-S533	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qokeedy	OK+EE+DY	Setze den Posten; auf Grad II; abschließen.	Setze den Stationsposten; auf Grad II; schließe den Schritt.	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad II; schließe den Schritt.	YES	NO	2	GDT567-A12|GDT567-A39	GDT565-O01	GDT565-T012	1:OK=setzen | 2:EE=auf Grad II | 3:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1121	G407-E3375	G407-S534	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	ydy	Y+DY	Markiere den Posten; abschließen.	Markiere den Stationsposten; schließe den Schritt.	Im laufenden Gang markiere den Stationsposten; schließe den Schritt.	YES	NO	2	GDT567-A12|GDT567-A39	GDT565-O02	GDT565-T023	1:Y=den Posten | 2:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1122	G407-E3376	G407-S535	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	dol	D_ADDR+OL	Weiter: markiere den Posten; hier.	Weiter: markiere den Stationsposten; an der bezeichneten Stelle.	Weiter im laufenden Gang markiere den Stationsposten [wie zuvor]; an der bezeichneten Stelle.	YES	NO	2	GDT567-A12|GDT567-A38	GDT565-O03	GDT565-T068	1:D_ADDR=hier | 2:OL=weiter	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
1123	G407-E3377	G407-S535	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qoesedy	CARRIER_Q+O+E+S+E+DY	Wähle den Posten; am Beginn; zur Ausführung; auf Grad I; auf Grad I; abschließen.	Wähle den Stationsposten; am Beginn; zur Ausführung; auf Grad I; auf Grad I; schließe den Schritt.	Wähle den Stationsposten [wie zuvor]; als neuen Einsatz, als Ausführung, auf Grad I und auf Grad I; schließe den Schritt.	YES	NO	2	GDT567-A12|GDT567-A39	GDT565-O01	GDT565-T008	1:CARRIER_Q=am Beginn | 2:O=zur Ausführung | 3:E=auf Grad I | 4:S=wählen | 5:E=auf Grad I | 6:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
